COD. ÚNICO,VIGENCIA,AÑO,AÑO PRESP.,BIP,DV,NOMBRE INICIATIVA,REVISIÓN O REEVALUACIÓN,TIPO,PROVINCIA,COMUNA,ETAPA,TIPOLOGÍA,SUBTIPOLOGÍAS,Categoría GORE,SUBT,ITEM,ASIG,FORMULADOR,ORIGEN,UNIDAD TÉCNICA,ALCANCE INICIATIVA,DIVISIÓN VINCULADA,CARTERA REZAGO,BENEFICIARIO,SECTOR,SUBSECTOR,MONTO INICIATIVA,MONTO SECTORIAL,MONTO FNDR,MONTO FINAL APROB.,GASTO VIGENTE,GASTO SIG. AÑOS,ESTADO ACTUAL,FECHA ESTADO ACTUAL,RATE ACTUAL,FECHA ULTIMO RATE,N° RATES EMITIDOS,DIAS PARA RESPUESTA,N° ORD. POSTULACIÓN,FECHA ORD. POSTULACIÓN,FECHA RECEPC. GORE,ANALISTA,FECHA ASIGN. ANALISTA,N° ORD.  A MIDESO,FECHA ENVÍO A MIDESO,N° ORD. CORE,FECHA ENVÍO ORD. A CORE,N° CERTIF. RS,FECHA CERTIF. RS,N° CERT.CORE O RES. EXTA INCORP,FECHA CERTIF. APROBADO CORE,"N° MEMO PRESUPESTO
RES. APRUEBA CONV","FECHA ENVÍO A PRESUPUESTO
FECHA CONVENIO",OBSERVACIONES GENERALES,EJE,LINEAMIENTO,OBJETIVO,ACCION,N° EMPLEOS EST. HOMBRE,N° EMPLEOS EST. MUJER,N° EMPLEOS ESTIMADOS,N° BENEF DIRECT HOM,N° BENEF DIRECTOS MUJ,N° BENEF DIRECTOS TOTAL,CONTROL DE DIAS,CONTROL RESPUESTA OBSERVACIONES,N° DIAS RETRASO,RESPONDE OBSERVACIONES,FECHA RESPUESTA INGRESO PRE INVERSIÓN,N° DÍAS A LA ESPERA DE REVISIÓN,PRIORIZADO GOBERNADOR,,,,,,
30391922-2021,EN PRESUPUESTO,2022,2021,30391922,0,"REPOSICION PISTA BMX QUILAMAPU, CHILLÁN",,PROYECTO,DIGUILLÍN,CHILLÁN,EJECUCIÓN,MIDESO,MIDESO,DEPORTIVO,31,2,,MUNICIP. CHILLÁN,MUNICIPIO,MUNICIP. CHILLÁN,COMUNAL,,,CHILLÁN,DEPORTE,DEPORTE FORMATIVO,"M$1,600,786","M$622,800","M$977,986","M$977,986","M$1,322,157",M$0,APROBADO TÉCNICAMENTE,,RS,21-04-2022,,,100/2113/2018,28-09-2018,02-05-2022,Sin Analista,,,,,,,,,,,,YA ESTÁ RS,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.2 FORTALECER EL ACCESO A LA SALUD DE CALIDAD PARA TODOS LOS HABITANTES DE LA REGIÓN,3.1.2.2 Diseñar e implementar programas de vida saludable en todo el territorio regional: alimentación actividad física y recreación.,,,,50,50,100,21-04-2022,,,,,,NO,,,,,,4.1.2.2. Promover y difundir las diferentes áreas creativas de la región.
30392992-2019,NO VIGENTE,2019,2019,30392992,0,ADQUISICION RODILLO COMPACTADOR PARA LA COMUNA DE SAN IGNACIO,,PROYECTO,DIGUILLIN,SAN IGNACIO,EJECUCIÓN,C-33,,,29,5,2,MUNICIP. SAN IGNACIO,MUNICIPIO,,,,,SAN IGNACIO,MAQUINARIA,MAQUINARIA,"$43,965",$0,"$43,965",,"M$43,965",M$0,REV SUB OBSE,,FI,17-04-2019,,,,,27-12-2018,ELIAS JARA,22-10-2019,,,,,,,,,,," // REASIGNADO ANALISTA 22-10-19 // POR ORD. 304 DEL 16-05-19 E2498/2019 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES, DERIVADO ANALISTA PARA REVISIÓN // FI DEL 17-04-19 INFORMADO POR CORREO MISMO DIA // POR ORD. 215 DEL 04-04-19 E1804/2019 FORMULADOR INFO",,,,,,,,,,,17-04-2019,RECORDAR PLAZO,1202,,,,,,,,,,"4.1.3.1. Elaborar estudio de las identidades regionales, con énfasis en rescate de memorias colectivas, tradiciones locales y creación de relatos regionales."
30392992-2020,NO VIGENTE,2020,2020,30392992,0,ADQUISICION RODILLO COMPACTADOR PARA LA COMUNA DE SAN IGNACIO,,PROYECTO,DIGUILLIN,SAN IGNACIO,EJECUCIÓN,C-33,,,29,5,2,MUNICIP. SAN IGNACIO,MUNICIPIO,,,,,SAN IGNACIO,MAQUINARIA,MAQUINARIA,"$64,970",$0,"$64,970",,"M$64,970",M$0,REV SUB OBSE,,,,,,,,28-04-2020,PABLO NUÑEZ,28-04-2020,,,,,,,,,,, // E8918/2020 POSTULADO C-33 2020 PENDIENTE PRIORIZACIÓN PARA REVISIÓN,,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,"4.1.3.2. Elaborar programa de gestión y difusión de las identidades locales, que promueva el uso de elementos identitarios contribuyente a una identidad regional, en municipios, servicios públicos, instituciones de educación, entre otros."
30392992-2021,NO VIGENTE,2021,2021,30392992,0,ADQUISICIÓN RODILLO COMPACTADOR PARA LA COMUNA DE SAN IGNACIO,,PROYECTO,DIGUILLIN,SAN IGNACIO,EJECUCIÓN,C-33,,Vehículos,29,3,,MUNICIP. SAN IGNACIO,MUNICIPIO,,,,,SAN IGNACIO,VEHICULOS,VEHICULOS PARA FUNCIONES OPERATIVAS,"$72,314",$0,"$72,314",,"M$72,314",M$0,,,,,0,,,,23-08-2021,GONZALO RAMIREZ,24-08-2021,,,,,,,,,,,REASIGNADO A GONZALO EL 10-09-21 // DERIVADO A PATRICIO PARA REVISIÓN EL 24-08-21,,,,,,,,,,,,SUBSANANDO/EN REVISIÓN,NO APLICA,,,,,,,,,,4.1.3.3. Visibilizar la herencia y la presencia de personas y organizaciones pertenecientes a pueblos originarios y atender necesidades de sus integrantes con pertinencia cultural.
30399331-2020,NO VIGENTE,2019,2020,30399331,0,"CONSTRUCCION REFUGIOS PEATONALES Y BAHIAS DE DETENCION, ASOC. PUNILL",,PROYECTO,PUNILLA,PUNILLA,EJECUCIÓN,MIDESO,,,31,2,,ASOCIACIÓN PUNILLA,MUNICIPIO,,,,,PUNILLA,INFRAESTRUCTURA PUBLICA,TRANSPORTE CAMINERO,"$857,651",$0,"$857,651",,"M$32,624","M$825,027",APRO CORE,,RS,24-12-2018,,,,,27-12-2018,JAVIER BRITO / MIDESO,28-12-2018,,,18,07-01-2019,,,36,06-02-2019,,," // APROBADO CORE SEGÚN CERTIFICADO 36 DEL 06-02-19 / ENVIADO A CORE POR ORD. 18 DEL 07-01-19 / PROYECTO INGRESA CON RATE RS DEL 24-12-18, SE DERIVA A JEFE DE DIVISIÓN 28-12-18 PARA TOMA DE DECISIONES",,,,,,,,,,,24-12-2018,YA ESTÁ RS,NO APLICA,,,,,,,,,,"4.2.1.1. Poner en valor las diferentes expresiones de patrimonio cultural inmaterial, ampliando planes de salvaguarda"
30399737-2022,VIGENTE,2022,2022,30399737,0,"MEJORAMIENTO ESTADIO MUNICIPAL, COMUNA DE BULNES",,PROYECTO,DIGUILLÍN,BULNES,EJECUCIÓN,MIDESO,MIDESO,DEPORTIVO,31,2,,MUNICIP. BULNES,MUNICIPIO,MUNICIP. BULNES,COMUNAL,,,BULNES,DEPORTE,DEPORTE RECREATIVO,"M$1,565,999",M$0,"M$1,565,999","M$1,565,999","M$933,189","M$632,810",INGRESADO A PREINVERSIÓN,,FI,14-07-2022,,,429/46/2022,07-06-2022,24-06-2022,Maria Jose Gutierrez,07-06-2022,738,6/20/2022,,,,,,,,,GORE: EN REVISIÓN.,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.3 APOYAR EL DESARROLLO DE HABILIDADES PERSONALES EN LOS HABITANTES DE LA REGIÓN,3.1.3.2 Desarrollo de iniciativas que apunten al mejoramiento de la convivencia social fortaleciendo habilidades y destrezas personales e interpersonales en los habitantes de la región.,,,,10163,10600,20763,14-07-2022,,,,,,NO,,,,,,4.2.1.2. Preparar y acompañar a las comunidades locales para el desarrollo turístico cultural y natural.
30399737-2023,VIGENTE,2023,2023,30399737,0,"MEJORAMIENTO ESTADIO MUNICIPAL, COMUNA DE BULNES",REVISIÓN,PROYECTO,DIGUILLÍN,BULNES,EJECUCIÓN,MIDESO,MIDESO,DEPORTIVO,,,,MUNICIP. BULNES,MUNICIPIO,MUNICIP. BULNES,COMUNAL,DIDESO,,BULNES,DEPORTE,DEPORTE RECREATIVO,"M$1,566,001",M$0,"M$1,566,001","M$1,566,001",M$0,"M$1,566,001",ADMISIBLE,16-01-2023,ADMISIBLE,16-01-2023,,,3/30/2023,11-01-2023,13-01-2023,Rolando Gasset,16-01-2023,,,,,,,,,,,,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.3 APOYAR EL DESARROLLO DE HABILIDADES PERSONALES EN LOS HABITANTES DE LA REGIÓN,3.1.1.2 Fortalecer iniciativas públicas y privadas orientadas a la visibilización y atención de la infancia y adolescencia vulnerada en sus derechos en la región.,,,,10163,10600,20763,16-01-2023,,,,,,,,,,,,4.2.1.3. Elaborar programa de puesta en valor del patrimonio alimentario de la región de Ñuble
30403274-2019,NO VIGENTE,2019,2019,30403274,0,CONSTRUCCION C. DIALISIS HOSPITAL DE SAN CARLOS,,PROYECTO,PUNILLA,SAN CARLOS,DISEÑO,MIDESO,,,31,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,,,SAN CARLOS,SALUD,MEDIANA COMPLEJIDAD,"$38,271",$0,"$38,271",,"M$38,271",M$0,REV MDS,,FI,06-02-2019,,,,,28-12-2018,JAVIER BRITO / MIDESO,08-01-2019,45,18-01-19,,,,,,,,," // ADMISIBLE MIDESO 23-01-19 / ENVIADO A MIDESO POR ORD. 45 DEL 18-01-19, CARGADO EN BIP 21-01-19 / EN REVISIÓN ANALISTA",,,,,,,,,,,06-02-2019,RECORDAR PLAZO,1272,,,,,,,,,,"4.2.1.4. Investigar y difundir el patrimonio regional, cultural —material e inmaterial—, y natural, tanto a nivel local, como nacional, con énfasis en el patrimonio arqueológico."
30403274-2020,NO VIGENTE,2020,2020,30403274,0,CONSTRUCCION CENTRO DE DIALISIS Y PERITONEO HOSPITAL DE SAN CARLOS,,PROYECTO,PUNILLA,SAN CARLOS,DISEÑO,MIDESO,,,31,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,,,SAN CARLOS,SALUD,MEDIANA COMPLEJIDAD,"$43,596",$0,"$43,596",,"M$43,596",M$0,,,FI,16-03-2020,,,,,05-02-2020,PABLO NUÑEZ,10-02-2020,108,18-02-20,,,,,,,,," // FI MIDESO 16-03-20 // ADMISIBLE MIDESO 03-03-20// E7957/2020 POR ORD. 108 DEL 18-02-20 SE ENVIA INICIATIVA A REVISIÓN MIDESO, CARGADO EN BIP 24-02-20 // E7684/2020 INGRESADO PARA ENVÍO A MIDESO, PLAN ÑUBLE, SE INFORMA POR CORREO DEL 11-02-20 A JEFES DE DIVISIÓN PARA PRIORIZACIÓN",,,,,,,,,,,16-03-2020,,NO APLICA,,,,,,,,,,"4.2.1.5. Programa de conservación y mejoramiento del patrimonio arquitectónico urbano y rural, incluyendo vivienda, zonas de conservación y zonas típicas."
30407488-2019,NO VIGENTE,2019,2019,30407488,0,CONSERVACION INFRAESTRUCTURA HORIZONTAL AD. BERNARDO OHIGGINS,,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,,,31,2,,MOP DAP,SECTORIAL / OTRO,,,,,REGIONAL,INFRAESTRUCTURA PUBLICA,TRANSPORTE AEREO,"$951,631",$0,"$951,631",,"M$951,631",M$0,REEMPL,,OT,14-02-2019,,,,,07-12-2018,MATHIAS PEZO,12-12-2018,,,,,,,,,,," // ANTECEDENTES DEVULTOS A PLANEAMIENTO POR ORD. 221 DE FECHA 27-05-19 E2608/2019 // POR ORD. 33 DEL 17-05-19 E2490/2019 DIRECTOR REGIONAL DE PLANEAMIENTO DEL MOP ÑUBLE, SOLICITA RETIRO DE PROYECTO POR FINANCIAMIENTO CON FONDOS SECTORIALES, DERIVADO ANALISTA",,,,,,,,,,,14-02-2019,RECORDAR PLAZO,1264,,,,,,,,,,"4.2.1.6. Valorizar el patrimonio tangible e intangible de la región, a través de la educación y el turismo."
30426879-2019,NO VIGENTE,2019,2019,30426879,0,"ACTUALIZACION PLADECO, COMUNA DE SAN FABIÁN",,ESTUDIO,PUNILLA,SAN FABIAN,EJECUCIÓN,MIDESO,,,31,1,,MUNICIP. SAN FABIÁN,MUNICIPIO,,,,,SAN FABIAN,PLANIFICACION TERRITORIAL,ORGANIZACIÓN Y SERVICIOS COMUNALES,"$41,242",$0,"$41,242",,"M$41,242",M$0,APRO CORE,,RS,27-12-2018,,,740,31-12-18,31-12-2018,ELIAS JARA,08-01-2019,,,37,14-01-2019,,,35,06-02-2019,,, // APROBADO CORE SEGÚN CERTIFICADO 35 DEL 06-02-19 / ENVIADO A CORE ORD. 37 DEL 14-01-19 / RS BIO BIO DEL 27-12-18 SE ENTREGA A JEFE DIPLADE PARA DETERMINAR PRIORIZACIÓN DE FINANCIAMIENTO / INADMISIBLE 02-01-19 / ENTREGADO ANALISTA GORE PARA REVISIÓN 26-12-1,,,,,,,,,,,27-12-2018,YA ESTÁ RS,NO APLICA,,,,,,,,,,"4.2.1.7. Implementar programas formativos en el sistema educativo formal y en sistemas alternativos, que permitan fortalecer habilidades, oficios, artes y cultura."
30440323-2019,NO VIGENTE,2019,2019,30440323,0,"NORMALIZACIÓN LICEO CLAUDIO ARRAU LEÓN, COMUNA DE COIHUECO",,PROYECTO,PUNILLA,COIHUECO,DISEÑO,MIDESO,,,31,,,MUNICIP. COIHUECO,MUNICIPIO,,,,,COIHUECO,"EDUCACION, CULTURA Y PATRIMONIO",EDUCACIÓN BÁSICA Y MEDIA,"$88,749",$0,"$88,749",,"M$88,749",M$0,NO RECOMEN,,INADMISIBLE,08-03-2019,,,,,29-11-2018,MARIA JOSE GUTIÉRREZ / MIDESO,27-02-2019,,,,,,,,,,, // INADMISIBLE INFORMADO POR ORD. 98 DEL 08-03-19 E1233/2019 // SE ENVÍA CORREO A FORMULADOR 28-02-19 PARA NO DEJAR INADMISIBLE Y COMPLETAR ANTECEDENTES PARA ENVÍO A MIDESO // DEBE REINGRESAR CON CODIGO BIP NUEVO E INDICAR CODIGO DE MIGRACIÓN BIO BIO,,,,,,,,,,,08-03-2019,RECORDAR PLAZO,1242,,,,,,,,,,"5.1.1.1. Caracterizar las necesidades presupuestarias, de dotación e infraestructura para la eficiencia de la gestión pública."
30445572-2020,NO VIGENTE,2019,2020,30445572,0,CONSTRUCCION ESPACIOS DEPORTIVOS CON CERCO PERIMETRAL DIV. SECTORES DE COIHUECO,,PROYECTO,PUNILLA,COIHUECO,EJECUCIÓN,FRIL,,,33,3,125,MUNICIP. COIHUECO,MUNICIPIO,,,,,COIHUECO,DEPORTES,DEPORTE RECREATIVO,"$59,153",$0,"$59,153",,"M$59,153",M$0,APRO CORE,,RS,11-06-2019,,,,,28-12-2018,JAVIER BRITO,04-01-2019,,,349,09-08-2019,,,199,10-09-2019,,," // APROBADO CORE POR CERTIF. 199 DEL 10-09-19 // ENVIADO A CORE POR ORD. 349 DEL 09-08-19 E4100/2019 // OFICIO PARA FIRMA JEFE DIPLADE 08-08-19//RS DE BIO BIO LLEGA POR CORREO EL 12-06-19, PRIORIZANDO PARA ENVÍO A CORE // INICIATIVA SE INFORMA EN OFICIO CUEN",,,,,,,,,,,11-06-2019,,NO APLICA,,,,,,,,,,5.1.1.2. Implementar la presencia de la institucionalidad pública en la región en coherencia con las necesidades territoriales.
30451322-2019,NO VIGENTE,2019,2019,30451322,0,"MEJORAMIENTO RUTAS N-460, N-470 Y N-476 TREHUACO-PORTEZUELO, ÑUBLE",,PROYECTO,ITATA,ITATA,DISEÑO,MIDESO,,,31,2,,MOP-VIALIDAD,SECTORIAL / OTRO,,,,,ITATA,PAVIMENTOS,TRANSPORTE CAMINERO,"$413,132",$0,"$413,132",,"M$124,679","M$288,453",REEMPL,,RS,31-12-2018,,,,,03-05-2019,MATHIAS PEZO / MIDESO,08-05-2019,,,,,,,,,,, // CERTIFICADO N° 257 DEL 03-06-2019 NO FUE INGRESADO A CORE//POR INSTRUCCIONES DE DIVISIÓN INICIATIVA QUEDA NO PRIORIZADA PARA CORE 01-07-19 // RETIRADO DE CORE POR ORD. 257 DEL 03-06-19 E2800/2019 //  ORDINARIO PARA RETIRO DE CORE PARA FIRMA 03-06-19 // ENVIADO A CORE POR ORD. 190 DEL 10-05-19 E2357/2019 // PARA F,,,,,,,,,,,31-12-2018,YA ESTÁ RS,NO APLICA,,,,,,,,,,5.1.1.3. Fomentar la colaboración y articulación pública privada para impulsar proyectos emblemáticos regionales.
30451574-2019,NO VIGENTE,2019,2019,30451574,0,"HABILITACION PLAZA Y FERIA LIBRE EMILIO BASTIAS, SAN CARLOS",,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,,,31,2,,MUNICIP. SAN CARLOS,MUNICIPIO,,,,,SAN CARLOS,INFRAESTRUCTURA PUBLICA,"ADMINISTRACION, COMERCIO Y TURISMO","$1,866,845",$0,"$1,866,845",,"M$373,369","M$1,493,476",FIRMA INTEND,,RS,20-11-2019,,,,,08-07-2019,MARIA JOSE GUTIÉRREZ / MIDESO,08-07-2019,342,05-08-19,,,,,,,,, // NO PRIORIZA INTENDENTE 16-12-2019//MEMO N°62 CON FECHA 03-12-2019 ENVIADO PARA FIRMA DE INTENDENTE E6194/2019 //SE ENVÍA CORREO A JEFATURAS EL 21-11-19 A LA ESPERA DE INSTRUCCIONES // RS MIDESO DEL 20-11-19 // ENVIADO A MIDESO POR ORD. 342 DEL 05-08-19 E4,,,,,,,,,,,20-11-2019,YA ESTÁ RS,NO APLICA,,,,,,,,,,"5.1.2.1. Impulsar una oferta programática de capacitaciones, dirigida a directivos y funcionarios públicos, y otros actores del territorio para fortalecer la descentralización."
30451574-2021,EN PRESUPUESTO,2019,2021,30451574,0,"HABILITACION PLAZA Y FERIA LIBRE EMILIO BASTIAS, COMUNA DE SAN CARLOS",,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,MIDESO,,31,2,,MUNICIP. SAN CARLOS,MUNICIPIO,,,,,SAN CARLOS,INFRAESTRUCTURA PUBLICA,"ADMINISTRACION, COMERCIO Y TURISMO","$1,915,378",$0,"$1,915,378",,"M$383,076","M$1,532,302",,,RS,20-11-2019,,,,,08-07-2019,MARIA JOSE GUTIÉRREZ / MIDESO,08-07-2019,342,05-08-19,3,07-01-2020,,,28,23-01-2020,,, // APROBADO CORE CERTIFICADO028/2020 DEL 23-01-2020//APROBADO COMISION DEL 15-01-2020//SESION COMISION DEL 15-01-2020 //ENVIADO A CORE ÑUBLE POR ORD. N°3 DE FECHA 07-01-2020 E7024/2020	//NO PRIORIZA INTENDENTE 16-12-2019//MEMO N°62 CON FECHA 03-12-2019 ENVIADO PARA FIRMA DE INTENDENTE E6194/2019 //SE ENVÍA CORREO A JEFATURAS EL 21-11-19 A LA ESPERA DE INSTRUCCIONES // RS MIDESO DEL 20-11-19 // ENVIADO A MIDESO POR ORD. 342 DEL 05-08-19 E4,,,,,,,,,,,20-11-2019,,NO APLICA,,,,,,,,,,"5.1.2.2. Potenciar redes formativas entre servicios públicos, Gobierno Regional, municipios, academia y sociedad civil orientado a la cualificación del capital humano."
30454978-2019,NO VIGENTE,2019,2019,30454978,0,NORMALIZACION LICEO JORGE ALESSANDRI DE SAN FABIÁN,,PROYECTO,PUNILLA,SAN FABIAN,DISEÑO,MIDESO,,,31,2,,MUNICIP. SAN FABIÁN,MUNICIPIO,,,,,SAN FABIAN,"EDUCACION, CULTURA Y PATRIMONIO",INFRAESTRUCTURA,"$59,860",$0,"$59,860",,"M$59,860",M$0,REV MDS,,OT,04-02-2019,,,,,23-01-2019,CAMILA CANAHUATE,24-01-2019,58,25-01-19,,,,,,,,," // ADMISIBLE MIDESO 04-02-19 / ENVIADO A MIDESO ORD. 58 DEL 25-01-19, CARGADO EN BIP 28-01-19 / SE INGRESA NUEVAMENTE POR ORD. 39 DEL 18-01-19, EN REVISIÓN ANALISTA / INADMISIBLE COMITÉ N°9 GORE ÑUBLE DEL 19-12-18 / EXISTENTE FI DE FECHA 12-11-18 BIO BIO",,,,,,,,,,,04-02-2019,RECORDAR PLAZO,1274,,,,,,,,,,"5.1.3.1. Potenciar la alfabetización digital, con amplios criterios de inclusión ciudadana."
30454978-2020,NO VIGENTE,2019,2020,30454978,0,NORMALIZACION LICEO JORGE ALESSANDRI DE SAN FABIÁN,,PROYECTO,PUNILLA,SAN FABIAN,DISEÑO,MIDESO,,,31,2,,MUNICIP. SAN FABIÁN,MUNICIPIO,,,,,SAN FABIAN,"EDUCACION, CULTURA Y PATRIMONIO",INFRAESTRUCTURA,"$61,415",$0,"$61,415",,"M$61,415",M$0,,,FI,12-02-2020,,,,,20-01-2020,PABLO NUÑEZ,20-01-2020,29,21-01-20,,,,,,,,," // REPOSTULADO A MIDESO PROCESO 2020 POR ORD. 29 DEL 21-01-20 E7403/2020, CARGADO EN BIP MISMO DIA// POSTULA CONTINUIDAD REVISIÓN INICIATIVA POR ORD. 36 DEL 15-01-2020 E7338/2020// ADMISIBLE MIDESO 04-02-19 / ENVIADO A MIDESO ORD. 58 DEL 25-01-19, CARGADO EN BIP 28-01-19 / SE INGRESA NUEVAMENTE POR ORD. 39 DEL 18-01-19, EN REVISIÓN ANALISTA / INADMISIBLE COMITÉ N°9 GORE ÑUBLE DEL 19-12-18 / EXISTENTE FI DE FECHA 12-11-18 BIO BIO",,,,,,,,,,,12-02-2020,,NO APLICA,,,,,,,,,,"5.1.4.1. Asegurar el acceso a la información a la ciudadanía, con mecanismos definidos y seguimiento"
30459136-2019,NO VIGENTE,2019,2019,30459136,0,"CONSTRUCCION MULTICANCHA SECTOR LOS AROMOS, SAN NICOLAS",,PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,FRIL,,,33,3,125,MUNICIP. SAN NICOLÁS,MUNICIPIO,,,,,SAN NICOLAS,DEPORTES,DEPORTE RECREATIVO,"$59,721",$0,"$59,721",,"M$59,721",M$0,RATIF CORE,,RS,,,,,,,PABLO NUÑEZ,,,,6,07-01-2019,,,26,21-01-2019,,, // POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,5.1.4.2. Evaluar de forma continua las acciones implementadas por el sistema de integridad pública regional.
30459225-2019,NO VIGENTE,2019,2019,30459225,0,CONSTRUCCIÓN ALCANTARILLADO Y PLANTA DE TRATAMIENTO VILLA LOS ANDES DE CACHAPOAL,,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,,,31,,,MUNICIP. SAN CARLOS,MUNICIPIO,,,,,SAN CARLOS,SANEAMIENTO,EVACUACION DISPOSICIÓN FINAL AGUAS SERVIDAS,"$796,728",$0,"$796,728",,"M$64,636","M$732,092",REV MDS,,FI,19-10-2018,,,,,,OSCAR DIAZ / MIDESO,20-09-2018,11,25-09-18,,,,,,,,, // SEGÚN CORREO DE FOMULADOR DE FECHA 20-01-20 SERÁ POSTULADO COMO NUEVO DURANTE 2020 // FI DEL 19-10-18 MIDESO ÑUBLE,,,,,,,,,,,19-10-2018,RECORDAR PLAZO,1382,,,,,,,,,,5.2.1.1. Formalizar los niveles de participación en el marco de la política regional de participación ciudadana.
30459228-2019,NO VIGENTE,2019,2019,30459228,0,CONSTRUCCION SEDE SOCIAL JVV SAN MARTIN COMUNA DE PEMUCO,,PROYECTO,DIGUILLIN,PEMUCO,EJECUCIÓN,FRIL,,,33,3,125,MUNICIP. PEMUCO,MUNICIPIO,,,,,PEMUCO,INFRAESTRUCTURA SOCIAL,ORGANIZACIÓN Y SERVICIOS COMUNALES,"$51,647",$0,"$51,647",,"M$51,647",M$0,APRO CORE,,RS,14-02-2019,,,,,01-02-2019,MARIA JOSE GUTIERREZ,04-02-2019,,,85,21-02-2019,,,64,08-03-2019,,," // APROBADO CORE E1288/2019 // SE ENVÍA A CORE POR ORD. 85 DEL 21-02-19 E964/2019 // SE RATIFICA RS DE GORE BIO BIO, SE INFORMA POR CORREO DEL 14-02-19 // E628/2019 DERIVADO ANALISTA PARA REVISIÓN DE ANTECEDENTES Y RATIFICACIÓN DE RATE SI ES QUE CORRESPONDE",,,,,,,,,,,14-02-2019,YA ESTÁ RS,NO APLICA,,,,,,,,,,5.2.1.2. Potenciar la participación ciudadana para apoyar la formulación e implementación de políticas públicas inclusivas con pertinencia territorial.
30459391-2019,NO VIGENTE,2019,2019,30459391,0,CONSTRUCCIONES CAMARINES CLUB TRES JOTAS,,PROYECTO,DIGUILLIN,BULNES,EJECUCIÓN,FRIL,,,33,3,125,MUNICIP. BULNES,MUNICIPIO,,,,,BULNES,DEPORTES,DEPORTE RECREATIVO,"$59,989",$0,"$59,989",,"M$59,989",M$0,NO RECOMEN,,INADMISIBLE,05-11-2018,,,,,28-12-2018,JAVIER BRITO,28-12-2018,,,,,,,,,,," // INGRESA RESPUESTA OBSERVACIONES ORD. 632/122/2018 DEL 27-12-18. /INADMISIBLE COMITÉ 05-11-18 FALTA ARCHIVOS EN BIP, FONDO NO ESTA EN ETAPA DE POSTULACIÓN",,,,,,,,,,,05-11-2018,,NO APLICA,,,,,,,,,,"5.2.2.1. Promover la planificación estratégica, por territorios subregionales, considerando criterios sociales, culturales, económicos y ambientales"
30459391-2021,NO VIGENTE,2021,2021,30459391,0,"CONSTRUCCION CAMARINES TRES JOTA, COMUNA DE BULNES",,PROYECTO,DIGUILLIN,BULNES,EJECUCIÓN,FRIL,,Multicancha/Recinto Deportivo,33,3,125,MUNICIP. BULNES,MUNICIPIO,,,,,BULNES,DEPORTES,DEPORTE RECREATIVO,"$59,990",$0,"$59,990",,"M$59,990",M$0,,,FI,05-10-2021,1,5,,,30-07-2021,MARIA JOSE GUTIERREZ,06-08-2021,,,,,,,,,,,FI DEL 05-10-21 // ADMISIBLE EL 12-08-21 // DERIVADO A MARÍA JOSÉ PARA REVISIÓN,1. Territorio y Medioambiente,"1.1 Promover el desarrollo territorial de Ñuble, de manera integrada y equitativa.",1.1.1 Mejorar la infraestructura pública y de conectividad territorial regional. ,"1.1.1.5 Construir o habilitar espacios públicos y/o infraestructura pública, diseñados y equipados de acuerdo a la jerarquía de cada centro urbano, con pertinencia identitaria, resguardando el aporte estético de las intervenciones públicas al desarrollo de los centros poblados.",,,10,400,200,600,10-10-2021,RECORDAR PLAZO,295,,,,SI,,,,,,5.2.2.2. Reforzar la integración entre instrumentos de planificación estratégica a nivel comunal y regional.
30459410-2020,NO VIGENTE,2019,2020,30459410,0,CONSTRUCCION SEDE SOCIAL RELOCA BAJO COMUNA DE NINHUE,,PROYECTO,ITATA,NINHUE,EJECUCIÓN,FRIL,,,33,3,125,MUNICIP. NINHUE,MUNICIPIO,,,,,NINHUE,INFRAESTRUCTURA SOCIAL,ORGANIZACIÓN Y SERVICIOS COMUNALES,"$46,971",$0,"$46,971",,"M$46,971",M$0,RATIF CORE,,RS,,,,,,,PABLO NUÑEZ,,,,6,07-01-2019,,,26,21-01-2019,,, // POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,,,,,,,,,,,30-12-1899,YA ESTÁ RS,NO APLICA,,,,,,,,,,5.2.2.3. Gestionar la transferencia de nuevas competencias detonantes del desarrollo regional.
