ENROCADO,,,,,,,,,,,,,,,,,,,,,,
C,VIA RECEPCIÓN,NÚMERO DOCUMENTO,TIPO DE DOCUMENTO,FECHA DOCUMENTO,FECHA RECEPCIÓN,FECHA DE ENTREGA,REMITENTE,DESTINATARIO,MATERIA,VIA DISTRIBUCIÓN,ADJUNTO,DERIVADO A: (DIVISIÓN),RECEPCIONADO POR,FECHA,FIRMA,Responsable,Medio derivación,FECHA,Respuesta si/no,Instrucción,Plazo,Observación
4330,PAPEL,806,OFICIO,27-09-24,27-09-24,30-09-24,GONZALO BUSTAMANTE TRONCOSO ALCALDE SUPLENTE I. MUNICIPALIDAD DE BULNES ,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICION DE CUENTAS MES DE AGOSTO PROYECTO DENOMINADO ""TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER, COMUNA DE BULNES""",PAPEL,,UCR,,,,,,,,,,
4329,EMAIL ,266,OFICIO,26-09-24,30-09-24,30-09-24,DR  CRISTHIAN MELLADO CID RECTOR UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,GOBERNADOR REGIONAL DE ÑUBLE,"ENVIO DE POLIZA DE GARANTIA, PROYECTO ""TRANSFERENCIA EXPERIMENTOS PILOTOS EN PROCESOS LOGISTICOS PARA LA TRANSFERENCIA DE UN HUB LOG"" CODIGO BIP 40035961-0",PAPEL,,DIFOI,CARMEN NAVARRETE,,,,,,,,,
4328,EMAIL ,SN,CARTA,30-09-24,30-09-24,30-09-24,"CAROLA VILLALOBOS FERRADA, REPRESENTANTE LEGAL ORGANIZACION CLUB DEPORTIVO ESCOLAR INSAMACH ",GOBERNADORA REGIONAL DE ÑUBLE (S),POSTULACIÓN A ASIGNACIÓN DIRECTA CLUB DEPORTIVO ESCOLAR INSAMACH ,EMAIL,,DIDESOH,ANDRES LAVANDEROS ,,,,,,,,,
4327,EMAIL ,376,OFICIO,27-09-24,27-09-24,30-09-24,DIRECTOR REGIONAL SERVICIO ELECTORAL ÑUBLE,SEGUN DISTRIBUCION: GOBIERNO REGIONAL DE ÑUBLE,"INFORMA SEDES COLEGIOS ESCRUTADORES, CON OCASION DE LAS ELECCIONES 2024.",EMAIL,,GABINETE,,,,,,,,,,
4326,PAPEL,6617,OFICIO,16-09-24,26-09-24,30-09-24,SUSANA DEL ROSARIO BAEZA LAGOS DIRECTORA DE ADMINISTRACION Y FINANZAS I. MUNICIPALIDAD DE CHILLAN ,GOBERNADOR REGIONAL DE ÑUBLE,ENVIA RENDICION DE PROYECTOS FNDR ÑUBLE MES DE AGOSTO 2024 ,EMAIL,,UCR ,,,,,,,,,,
4325,EMAIL ,651,OFICIO,12-09-24,30-09-24,30-09-24,NICOLAS TORRES OVALLE ALCALDE I. MUNICIPALIDAD DE RANQUIL,GOBERNADOR REGIONAL DE ÑUBLE,"INGRESA PROYECTO FRIL MEJORAMIENTO CAMINOS APLICANDO SUPRESOR DEL POLVO, COMUNA DE RÁNQUIL COD BIP 40067266",PAPEL,,ANALISIS Y EVALUACION ,OSCAR DIAZ,,,,,,,,,
4324,PAPEL,SN,CARTA,26-09-24,26-09-24,30-09-24,RICARDO PAVEZ PINILLA ANALISTA DIT,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITA AUTORIZAR PERMISO DE 14 DIAS CORRIDOS SIN GOCE DE REMUNERACIONES ,EMAIL,,DAF,ALEJANDRA ARIAS,,,,,,,,,
4323,EMAIL ,1425,OFICIO,30-09-24,30-09-24,30-09-24,OLIVER MORALES GONZALES DIRECTOR REGIONAL DE VIALIDAD REGION DE ÑUBLE ,GOBERNADOR REGIONAL DE ÑUBLE,"ENVIA ESTADO DE PAGO N°7 DEL CONTRATO: “CAMINO BÁSICO POR CONSERVACIÓN RUTA N-605, CRUCE N-55 (RIO VIEJO) PUENTE LARQUI - CRUCE N-655 (SAN IGNACIO), KM 0,578 AL KM 15,816, COMUNA DE CHILLÁN, PROVINCIA DE DIGUILLÍN, REGIÓN DE ÑUBLE.”. SAFI 379599",PAPEL,,DIPIR ,CARLOS JUNGJOHANN,,,,,,,,,
4322,EMAIL ,574,OFICIO,25-09-24,27-09-24,30-09-24,JUAN MANUEL FUENTES ALARCON ALCALDE I. MUNICIPALIDAD DE COBQUECURA,GOBERNADOR REGIONAL DE ÑUBLE,MAT.NORMALIZACIÓN ELÉCTRICA AL SUR CESFAM COBQUECURA BIP 40056283-0,EMAIL,,DIPIR ,JORGE OÑATE ,,,,,,,,,
4321,EMAIL ,SN,CARTA,25-09-24,26-09-24,30-09-24,GASTON SUAZO SOTO ALCALDE I. MUNICIPALIDAD DE SAN CARLOS ,GOBIERNO REGIONAL DE ÑUBLE,"COMPROBANTE DE INGRESO DE TRANSFERENCIA  CODIGO CVC-AD-23-1.-
CASA DE LAS CULTURAS Y LAS ARTES SAN CARLOS ",EMAIL,,DIDESOH,ANDRES LAVANDEROS ,,,,,,,,,
4320,EMAIL ,201,OFICIO,27-09-24,27-09-24,27-09-24,"JORGE RUIZ PARADA.

SECRETARIO EJECUTIVO DEL CONSEJO REGIONAL DE ÑUBLE.
GOBIERNO REGIONAL DE ÑUBLE.","SR. OSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL DE ÑUBLE",CERTIFICADOS DEL CONSEJO REGIONAL DE ÑUBLE. N°1058; N°1059; N°1060; N°1061; N°1062.,EMAIL,,JEFES DIV - ADM ,,,,,,,,,,
4319,EMAIL ,641,OFICIO,26-09-24,27-09-24,30-09-24,"CARLOS CHANDIA ALALRCON
ALCALDE DE COIHUECO","SR. OSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL DE ÑUBLE","SOLICITA CORRECCIÓN FORMATO N°5 PROYECTO, MEJORAMIENTO DIVERSOS CAMINOS RURALES, COMUNA DE COIHUECO”, CÓDIGO BIP 40056067-0",EMAIL ,,DIPIR,,,,,,,,,,
4318,EMAIL ,1006,OFICIO,25-09-24,27-09-24,30-09-24,"SR. VICTOR HUGO RICE SANCHEZ
ALCALDE MUNICIPALIDAD DE SAN NICOLAS","SR. OSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL DE ÑUBLE","REMITE FORMATO SUBSANACION PROYECTOS VIA
FRIL CON OBSERVACIONES SUBSANADAS PROYECTO
“CONSTRUCCION ESPACIOS EDUCATIVOS ESCUELAS
RURALES DADINCO Y LAJUELA, SAN NICOLAS”,
CODIGO 40062058-0",EMAIL ,,ANALISIS Y EVALUACIÓN ,,,,,,,,,,
4317,EMAIL ,1007,OFICIO,25-09-24,27-09-24,30-09-24,"SR. VICTOR HUGO RICE SANCHEZ
ALCALDE MUNICIPALIDAD DE SAN NICOLAS","SR. OSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL DE ÑUBLE","REMITE CERTIFICADO DE COSTOS DE OPERACIÓN Y
MANTENCION CORREGIDO PROYECTO
“CONSTRUCCION AULAS TALLERES EXTRAESCOLAR
LICEO BICENTENARIO TECNICO PUENTE ÑUBLE, SAN
NICOLAS”, CODIGO 40065797-0",EMAIL ,,ANALISIS Y EVALUACIÓN ,,,,,,,,,,
4316,EMAIL ,19,RESOLUCION EXENTA,23-09-24,26-09-24,30-09-24,SENAPRED ÑUBLE,GOBIERNO REGIONAL DE ÑUBLE,"CANCELA ALERTA EN LA FORMA Y ZONAS
QUE INDICA.",EMAIL ,,GABINETE ,,,,,,,,,,
4315,EMAIL ,E544416,OFICIO ,26-09-24,26-09-24,26-09-24,CONTRALORIA GENERAL DE LA REPUBLICA ,UNIDAD DE CONTROL GOBIERNO REGIONAL DE ÑUBLE ,"SOBRE CREACIÓN DE LA UNIDAD DE
COORDINACIÓN DE CONTROL
INTERNO, ASIMISMO SOLICITA
INFORMACIÓN QUE SE INDICA, E INVITA
AL WEBINARIO DIRIGIDO A LAS
ENTIDADES DE ESTA COBERTURA.",EMAIL ,,JURIDICA,,,,,,,,,,
4314,EMAIL ,200,OFICIO ,26-09-24,26-09-24,26-09-24,"JORGE RUIZ PARADA.

SECRETARIO EJECUTIVO DEL CONSEJO REGIONAL DE ÑUBLE.
GOBIERNO REGIONAL DE ÑUBLE.","LEILA GASAUI IRRIBARRA.

JEFA DIVISIÓN ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE.
GOBERNADOR REGIONAL DE ÑUBLE",CERTIFICADO ASISTENCIA CONSEJEROS Y CONSEJERAS REGIONALES (N°1056 Y N°1057),EMAIL ,,JEFES DIV - ADM ,,,,,,,,,,
4313,EMAIL ,320,OFICIO,26-09-24,26-09-24,30-09-24,JAVIER CHILIAN DIRECTOR REGIONAL INIA QUILAMAPU,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITUD DE REMESA ""TRANSFERENCIA FRUTICULTURA SOSTENIBLE Y RESILIENTE AL CAMBIO CLIMÁTICO PARA LA REGIÓN DE ÑUBLE"" 40048139-0. ",EMAIL ,,DIFOI,,,,,,,,,,
4312,EMAIL ,S/N,CORREO ELECTRONICO,26-09-24,26-09-24,30-09-24,VICTOR PEREZ ORTEGA DIRECTOR REGIONAL SEC ÑUBLE,GOBIERNO REGIONAL DE ÑUBLE,INFORME REGIONAL SEC ÑUBLE MES DE JULIO 2024,EMAIL ,,ADM - JEFES DIV - GABINETE,,,,,,,,,,
4311,EMAIL ,181,OFICIO,26-09-24,26-09-24,30-09-24,UNIVERSIDAD DE CHILE ,"HECTOR BASUALTO, EJECUTIVO TECNICO DIVISIÓN DE FOMENTO E INDUSTRIA","ENVIO RENDICION AGOSOTO 2024 PROYECTO BIP 40050616-0 ""TRANSFERENCIA GEOTERMIA PUBLICA Y AGROPRODUCTIVA PARA ÑUBLE"".",EMAIL ,,DIFOI,HECTOR BASUALTO ,,,,,,,,,
4310,EMAIL ,S/N,CORREO ELECTRONICO,27-09-24,27-09-24,30-09-24,MUNICIPALIDAD DE SAN FABIAN ,GOBERNADOR REGIONAL DE ÑUBLE,"CORREO INDICANDO SUBSANACION DE FRIL ""CONSTRUCCIÓN SISTEMAS DE ILUMINACIÓN DIVERSOS SECTORES COMUNA DE SAN FABIAN"" BIP 40061962",EMAIL ,,ANALISIS Y EVALUACIÓN ,,,,,,,,,,
4309,EMAIL ,G199,CIRCULAR,23-09-24,27-09-24,30-09-24,DIRECTOR DE SERVICIO ELECTORAL,GOBERNADOR REGIONAL DE ÑUBLE,"ESTABLECE INSTRUCCIONES SOBRE INVITACIONES A INAUGURACIONES DE OBRAS U OTROS EVENTOS O CEREMONIAS DE CARÁCTER PÚBLICO CON MOTIVO DE LA ELECCIÓN DE GOBERNADORES REGIONALES, CONSEJEROS REGIONALES, ALCALDES Y CONCEJALES DE 27 DE OCTUBRE DE 2024 Y EVENTUAL SEGUNDA VOTACIÓN DE GOBERNADORES REGIONALES",EMAIL ,,GABINETE ,,,,,,,,,,
4308,EMAIL ,244707,OFICIO,25-09-24,25-09-24,27-09-24,MARIO ALCIDES RIVAS PEÑA SEREMI REGION DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,INVITA ACTIVIDAD DE CAMPO Y PRESENTACIÓN DE CONTENIDO ASOCIADO A LA PROPUESTA DEL PLAN DE MANEJO DEL SANTUARIO DE LA NATURALEZA HUMEDAL DESEMBOCADURA DEL RÍO ITATA.,EMAIL ,,GABINETE ,,,,,,,,,,
4307,EMAIL ,860,OFICIO ,13-09-24,25-09-24,27-09-24,JOSE SAN MARTIN RUBILAR  ALCALDE DE EL CARMEN ,GOBERNADOR REGIONAL DE ÑUBLE,TERCER INFORME TRIMESTRAL 2024. CENTRO INTEGRAL DE LA MUJER EL CARMEN ,EMAIL ,,DIDESOH,CAROLINA RODRIGUEZ,,,,,,,,,
4306,EMAIL ,859,OFICIO ,13-09-24,25-09-24,27-09-24,JOSE SAN MARTIN RUBILAR  ALCALDE DE EL CARMEN ,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION MES DE AGOSTO 2024  CENTRO INTEGRAL DE LA MUJER EL CARMEN ,EMAIL,,DIDESOH,CAROLINA RODRIGUEZ,,,,,,,,,
4305,PAPEL,95,OFICIO,26-09-24,27-09-24,30-09-24,DIANA MARQUEZ LOPEZ,NICOLAS LARA ,"SOLICITUD DE AUMENTO DE PLAZO DE OBRA ""ADQUISICION DE CAMARAS DE TELEVIGILANCIA REGION DE ÑUBLE"" LICITACION PUBLICA ID 1036569-18-LR23",EMAIL,,DIT ,NICOLAS LARA ,,,,,,,,,
4304,PAPEL,10,OFICIO,27-09-24,27-09-24,30-09-24,ENCARGADO ZONAL DE PROYECTOS,GOBERNADOR REGIONAL DE ÑUBLE,PROYECTOS EN EJECUCION SE SOLICITA AUMENTO EN PRESUPUESTO ACORDE LEY DE PRESUPUESTO VIGENTE,PAPEL,,DIPIR,,,,,,,,,,
4303,PAPEL,S/N,OFICIO,27-09-24,27-09-24,30-09-24,ALEJANDRA SANDOVAL VALENZUELA,GOBERNADOR REGIONAL DE ÑUBLE,"INGRESO DE INFORMES MENSUALES (MAYO, JUNIO, JULIO Y AGOSTO) PROGRAMA ""FORTALECIMIENTO DEL CAPITAL SOCIAL COMUNITARIO REGION DE ÑUBLE"" CODIGO BIP 40048683",PAPEL,,UCR,,,,,,,,,,
4302,EMAIL ,6718,OFICIO,24-09-24,24-09-24,27-09-24,ROXANA LIZAMA ALARCÓN ALCALDESA (s) MUNICIPALIDA D DE CHILLÁN,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA CUSTODIA ENDOSO GARANTÍA FIEL CUMPLIMIENTO DEL CONTRATO Y LEYES LABORALES DE LA OBRA DE LA OBRA “MEJORAMIENTO ESPACIO PÚBLICO, BANDEJÓN CENTRAL AVDA. COLLÍN, CHILLÁN” ID: 2467-228- R23”.",PAPEL,,DIPIR ,JORGE OÑATE ,,,,,,,,,
4301,PAPEL,860,OFICIO,13-09-24,25-09-24,30-09-24,JOSE SAN MARTIN RUBILAR  ALCALDE DE EL CARMEN ,GOBERNADOR REGIONAL DE ÑUBLE,"TERCER INFORME TRIMESTRAL 2024, CENTRO INTEGRAL DE LA MUJER EL CARMEN",EMAIL ,,UCR,,,,,,,,,,
4300,PAPEL,859,OFICIO,13-09-24,25-09-24,30-09-24,JOSE SAN MARTIN RUBILAR  ALCALDE DE EL CARMEN ,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICION MES DE AGOSTO 2024, CENTRO INTEGRAL DE LA MUJER EL CARMEN",PAPEL,,UCR,,,,,,,,,,
4299,EMAIL ,9,OFICIO,24-09-24,24-09-24,27-09-24,JORGE MORENO CUEVAS DIRECTOR DEL PROGRAMA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICIÓN MES DE JULIO 2024.,PAPEL,,DIFOI,ROBERTO BAEZA ,,,,,,,,,
4298,PAPEL ,S/N,OFICIO,24-09-24,25-09-24,30-09-24,LUIS SANTANA OYARZO ENCARGADO PROYECTO FIC N°40058654 UBB,GOBERNADOR REGIONAL DE ÑUBLE,N°36 UP/2024 (RENDICION MES DE AGOSTO BIP 40050714),EMAIL ,,UCR,,,,,,,,,,
4297,EMAIL ,12,OFICIO,26-09-24,26-09-24,27-06-24,DIRECTOR REGIONAL DIRECCIÓN REGIONAL PROCHILE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITA TRAMITACIÓN FNDR PROCHILE 2024-2026,PAPEL,,DIFOI,CARMEN NAVARRETE ,,,,,,,,,
4296,EMAIL ,S/N,OFICIO,23-09-24,23-09-24,27-09-24,GONZALO DEL RÍO REYES DIRECTOR PROGRAMA FIC MACROINDUSTRIA JEFE UNIDAD APOYO A LA INNOVACIÓN UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,GOBERNADOR REGIONAL DE ÑUBLE,"INGRESO RENDICIÓN DE GASTOS Y AVANCE DE ACTIVIDADES, 6° TRIMESTRE PROGRAMA FIC-AD CÓDIGO BIP 40043591-0 “TRANSFERENCIA FORTALECIMIENTO DE LA MACRO INDUSTRIA DE LA REGIÓN DE ÑUBLE”",EMAIL ,,DIFOI ,CAMILA CANAHUATE,,,,,,,,,
4295,EMAIL ,8,OFICIO,13-09-24,23-09-24,27-09-24,DIEGO MORATA CÉSPEDES DIRECTOR PROYECTO FIC GEOTERMIA PÚBLICA Y AGRO-PRODUCTIVA PARA ÑUBLE CÓDIGO BIP 40050616-0,GOBERNADOR REGIONAL DE ÑUBLE,ENVÍO DE INFORMES TÉCNICOS FINANCIEROS MENSUALES PROYECTO FIC BIP 40050616-0 UNIVERSIDAD DE CHILE,EMAIL ,,DIFOI ,HECTOR BASUALTO,,,,,,,,,
4294,EMAIL ,1289,OFICIO,02-09-24,17-09-24,27-09-24,ALCALDE DE LA COMUNA DE SAN CARLOS ,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITA DEPOSITO DE REMESA PARA CANCELACION ESTADO DE PAGO N°1 DOCUMENTOS ESTADO DE PAGO N°1 BIP 40054744-0,EMAIL ,,DIPIR,JAVIER BRITO ,,,,,,,,,
4293,EMAIL ,609,OFICIO,06-09-24,17-09-24,27-09-24,CARLOS CHANDIA ALARCON ALCALDE ILUSTRE MUNICIPALIDAD DE COIHUECO,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION MENSUAL CENTRO INTEGRAL DE LA MUJER (MES DE AGOSTO),EMAIL ,,DIDESOH - UCR,CAROLINA RODRIGUEZ,,,,,,,,,
4292,EMAIL ,222107168,POLIZA,16-09-24,16-09-24,27-09-24,CONTINENTAL ,GOBIERNO REGIONAL DE ÑUBLE,"POLIZA N°222107168, CLIENTE DEUDOR: CONSTRUCTORA DEL MAULE SPA POR UN MONTO DE 953, 40 UF",EMAIL ,,DAF,LEILA GASAUI,,,,,,,,,
4291,EMAIL ,102,OFICIO ,13-09-24,13-09-24,27-09-24,GILDA GRANDON ALVIAL DIRECTORA REGIONAL ,GOBIERNO REGIONAL DE ÑUBLE,CONVOCA A SESIÓN ORDINARIA DEL COMITÉ REGIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES DE LA REGIÓN DE ÑUBLE.,EMAIL ,,GABINETE ,,,,,,,,,,
4290,EMAIL ,SN,INVITACION,27-09-24,27-09-24,27-09-24,CLUB DE LAS TRADICIONES HUASAS COELEMU Y SUS ALREDEDORES,GOBIERNO REGIONAL DE ÑUBLE,"INVITACION AL CIERRE DEL PROYECTO “EQUIPAMIENTO DE MANTAS HUASAS”
 LA ACTIVIDAD SE REALIZARÁ EL DÍA SÁBADO 12 DE OCTUBRE, A LAS 16:00 HRS EN COSTADO SEDE COMUNITARIA JJVV CHORRILLOS, COMUNA DE COELEMU.",EMAIL ,,GABINETE ,,,,,,,,,,
4289,EMAIL ,102,RES AFE ,05-09-24,27-09-24,27-09-24,CONTRALORIA GENERAL DE LA REPUBLICA ,GOBIERNO REGIONAL DE ÑUBLE,"RES AFE TOMADA DE RAZON MAT: APRUEBA CONVENIO MANDATO PARA
LA EJECUCIÓN DEL PROYECTO
“CONSERVACIÓN LICEO POLIVALENTE LUIS
CRUZ MARTÍNEZ, QUILLÓN”, Código BIP
40034891-0.",EMAIL ,,DIPIR - JURIDICA - ADM ,,,,,,,,,,
4288,PAPEL,911,OFICIO,25-09-24,25-09-24,01-10-24,ORQUESTA DE CAMARA SAN CARLOS ,GOBERNADOR REGIONAL DE ÑUBLE,REEVALUACION DE PROGRAMA TRANSFERENCIA PARA EL ACCESO CULTURAL EN LA REGION DE ÑUBLE ,EMAIL ,,UCR,,,,,,,,,,
4287,PAPEL,147809,BOLETA DE GARANTIA ,24-09-24,27-09-24,27-09-24,REGINA LOPEZ Q. COORDINADORA DE PROYECTOS DE INVESTIGACION ESCUELA DE INGENIERIA UC ,GOBERNADOR REGIONAL DE ÑUBLE,ENVIA BOLETA DE GARANTIA POR PROYECTO PERTENECIENTE A LA ESCUELA DE INGENIERIA DE LA PONTEFICIA UNIVERSIDAD CATOLICA DE CHILE COD BIP 40032591,PAPEL,,DIFOI ,ELIAS JARA ,,,,,,,,,
4286,PAPEL,19,OFICIO,25-09-24,24-09-24,27-09-24,PEDRO PABLO ROJAS GARCIA DIRECTOR GENERAL UNIVERSIDAD DE CONCEPCION-CAMPUS CHILLAN ,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMA REINTEGRO DE RECURSOS Y SOLICITA CERTIFICADO DE CIERRE DE PROGRAMA BIP 40044150 ""AJUSTE Y SEGUIMIENTO A LA ESTRATEGIA REGIONAL DE DESARROLLO ERD ÑUBLE"" ",PAPEL,,UCR,,,,,,,,,,
4285,PAPEL,19,OFICIO,25-09-24,26-09-24,27-09-24,PEDRO PABLO ROJAS GARCIA DIRECTOR GENERAL UNIVERSIDAD DE CONCEPCION-CAMPUS CHILLAN ,GOBERNADOR REGIONAL DE ÑUBLE,"ENVIA RESPUESTA A OBSERVACIONES ENVIADAS EN OFICIO 1302 RENDICION MESES DE OCTUBRE 2022 HASTA JUNIO 2024 EN RELACION A PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS"" COD BIP 40032555",PAPEL,,UCR,,,,,,,,,,
4284,PAPEL,750,OFICIO ,24-09-24,26-09-24,27-09-24,GLORIA ISABEL CUEVAS CERDA DIRECTOR REGIONAL ÑUBLE SAG,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICION MES DE AGOSTO PROYECTO ""ERRADICACION LOBESIA BOTRANA EN LA REGION DE ÑUBLE""",PAPEL,,UCR,,,,,,,,,,
4283,PAPEL,102,OFICIO,25-09-24,26-09-24,27-09-24,ALEJANDRO PEDREROS URRUTIA PRESIDENTE ASOCIACION DE MUNICIPALIDADES DEL VALLE DEL ITATA ,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITA CIERRE DE PROGRAMA DE RECUPERACION DE LA ASISTENCIA ESCOLAR EN EL VALLE DEL ITATA COD BIP 40045524 ADJUNTA REINTEGRO DE FONDOS ,PAPEL,,UCR,,,,,,,,,,
4282,PAPEL,139,OFICIO,25-09-24,25-09-24,27-09-24,ISMAEL TOLOZA BRAVO DIRECTOR EJECUTIVO FUDEA ,GOBERNADOR REGIONAL DE ÑUBLE,INGRESO RENDICION PROGRAMA 40048683 AGOSTO 2024,PAPEL,,UCR,,,,,,,,,,
4281,PAPEL,825,OFICIO,05-09-24,24-09-24,27-09-24,RAFAEL CIFUENTES RODRIGUEZ ALCALDE COMUNA DE YUNGAY ,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICION DE CUENTAS MES DE AGOSTO ""CENTRO INTEGRAL DE LA MUJER DE YUNGAY"" COD BIP 40052257",PAPEL,,UCR,,,,,,,,,,
4280,PAPEL,572,OFICIO,26-09-24,27-09-24,27-09-24,CLEMENTE ALEXIS GUZMAN MUÑOZ ALCALDE I. MUNICIPALIDAD DE COBQUECURA ,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICION PENDIENTE DEL FSDÑ ""MOVIENDONOS POR EL RECICLAJE"" COD 0024",PAPEL,,UCR,,,,,,,,,,
4279,PAPEL,23,OFICIO,23-09-24,25-09-24,27-09-24,CRSTHIAN MELLADO CID RECTOR UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION ,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICION MENSUAL MES DE AGOSTO ""TRANSFERENCIA EXPERIMENTOS PILOTOS EN UN PROCESO LOGISTICO PARA LA TRANSFERENCIA DE UN HUB LOG"" COD BIP 40035961",PAPEL,,UCR,,,,,,,,,,
4278,PAPEL,362,OFICIO,25-09-24,25-09-24,27-09-24,ANDRES SANHUEZA MUJICA GERENTE DE CORPARAUCO ,GOBERNADOR REGIONAL DE ÑUBLE,"ENTREGA DE RENDICION DE CUENTAS AGOSTO 2024, INFORME MENSUAL DE GASTOS Y OFICIO MENSUAL ECONOMICO PROYECTO ""TRANSFERENCIA DE CAPACIDADES AL EMPRESARIO A LOS PEQUEÑOS Y MEDIANOS PRODUCTORES AGRICOLAS DE ÑUBLE"" COD BIP 40045331",PAPEL,,UCR,,,,,,,,,,
4277,PAPEL,361,OFICIO,25-09-24,25-09-24,27-09-24,ANDRES SANHUEZA MUJICA GERENTE DE CORPARAUCO ,GOBERNADOR REGIONAL DE ÑUBLE,"ENTREGA DE RENDICION DE CUENTAS AGOSTO 2024, INFORME MENSUAL DE GASTOS Y OFICIO MENSUAL ECONOMICO PROYECTO ""TRANSFERENCIA DE CAPACIDADES AL EMPRESARIO PARA NUEVAS OPORTUNIDADES DE INVERSION EN ÑUBLE"" COD BIP 40043635",PAPEL,,UCR ,,,,,,,,,,
4276,PAPEL ,35,OFICIO,24-09-24,24-09-24,27-09-24,LUIS SANTANA OYARZO ENCARGADO PROYECTO FIC N°40058654 UBB,GOBERNADOR REGIONAL DE ÑUBLE,"RESPUESTA Y RESPALDOS SOLICITADOS A OBSERVACIONES DE INFORME FINANCIERO MES DE JUNIO 2024 PROGRAMA ""ESTABILIZACION FISICA DE CANALES MEDIANTE TES COD BIP 40050714",PAPEL,,UCR,,,,,,,,,,
4275,PAPEL,24,OFICIO,25-09-24,25-09-24,27-09-24,MARTIN ARIAS ACUÑA COMISARIO JEFE SUBROGANTE PLANA MAYOR REGIONAL CHILLAN ,GOBERNADOR REGIONAL DE ÑUBLE,INFORMA LUGAR DE INSTALACION DE SALA ESPEJO Y VIDEO WALL ,PAPEL,,DIT ,,,,,,,,,,
4274,PAPEL,37,OFICIO,25-09-24,25-09-24,27-09-24,CHRISTIAN PARADA SOTO PREFECTO SBGTE. REGION POLICIAL DE ÑUBLE ,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA CONSIDERAR AUMENTO DE EQUIPAMIENTO, EN CUANTO A IMPLEMENTACION PROYECTO SISTEMA DE IDENTIFICACION DE DATOS BIOMETRICOS AUTOMATIZADOS (ABIS) EN LA REGION POLICIAL DE ÑUBLE ",PAPEL,,DIT ,,,,,,,,,,
4273,PAPEL,1079,OFICIO,26-09-24,27-09-24,27-09-24,MARCELO GODOY TORO DIRECTOR REGIONAL DIRECCION GENERAL DE AGUAS ,GOBERNADOR REGIONAL DE ÑUBLE,"ENVIA ESTADO DE PAGO N°3 INFORME FINAL ""ANALISIS Y CARACTERIZACION DEL ACUIFERO DE LA CUENCA DEL RIO ITATA, ESTUDIO GEOFISICO VALLE CENTRAL SUPERFICIAL"" COD BIP 40011142",PAPEL,,DIPLADE,,,,,,,,,,
4272,PAPEL,568,OFICIO,23-09-24,25-09-24,27-09-24,RODRIGO GARCIA HURTADO DELEGADO PRESIDENCIAL REGION DE ÑUBLE ,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMA AMPLAZAMIENTO Y DERIVA ANTECEDENTES QUE INDICA (CAUSA RUC 2400966253-3 RIT 5597-2024, JUZGADO DE GARANTIA DE CHILLAN ",PAPEL,,GABINETE ,,,,,,,,,,
4271,PAPEL,SN,CARTA ,25-09-24,25-09-24,27-09-24,CLAUDIO MARTINEZ CERDA ARQUITECTO ,GOBERNADOR REGIONAL DE ÑUBLE,PRESENTA RENUNCIA AL CARGO DE CONTRATA GRADO 4 QUE OSTENTA EN EL GOBIERNO REGIONAL DE ÑUBLE. CUYA RENUNCIA ES A CONTAR DEL 1ERO DE OCTUBRE ,PAPEL,,DAF ,,,,,,,,,,
