,RESPONSABLE,DE,FOLIO,FECHA DOCTO,PARA:,MATERIA,FIRMA,VÍA DESPACHO,FECHA ENTREGA,OBSERVACIONES,FIRMA RECEPCIÓN,LINK AL DOCUMENTO,
,cnr,DIFOI,00945,23-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MES DE SEPTIEMBRE 2024 PROGRAMA ""TRANSFERENCIA INNOVACION EN ACTIVIDADES VINCULADAS A LA AGRICULTURA EN LA REGION DE ÑUBLE""",RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,PAPEL,24-10-2024,,,https://drive.google.com/file/d/1Dv8Lki5PdiaRbDrtIR6Xm7ttTcW3e1c2/view?usp=drive_link,
,cnr,DIFOI,00944,23-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MES DE SEPTIEMBRE 2024 PROGRAMA ""TRANSFERENCIA INNOVACION EN USO EFICIENTE DEL RECURSO HIDRICO PARA PEQUEÑA AGRICULTURA ÑUBLE""",RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,PAPEL,24-10-2024,,,https://drive.google.com/file/d/1wLqsulsAGDuMQqj80P2rS4VrWtbF9rJ2/view?usp=drive_link,
,pnj,DIT,00943,23-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"ENVÍA RENDICIÓN DE CUENTAS PROGRAMA CÓDIGO BIP 40023687-0, MES DE AGOSTO 2024.",CRISTIAN QUIROZ REYES JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,,,,https://drive.google.com/drive/folders/1QhJSvoQgkhxQOOxo3vjzf3hOHaLoxmn0?usp=drive_link,
,pnj,DIT,00942,23-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"ENVÍA RENDICIÓN DE CUENTAS PROGRAMA CÓDIGO BIP 40050637-0, MES DE SEPTIEMBRE DE 2024.",CRISTIAN QUIROZ REYES JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,,,,https://drive.google.com/file/d/1attMklKnK8JSjlO3zu7dyc2wG4zHeIN8/view?usp=drive_link,
,nlg,DIT,00941,23-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE, DEL SERVIU PARA LA REMESA DE RECURSOS CÓDIGO BIP 40048732-0.",CRISTIAN QUIROZ REYES JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,,,,https://drive.google.com/file/d/1F3d-EHecn-4UEm-wGEYoy-NCOXqt5uvp/view?usp=drive_link,
,nlg,DIT,00940,23-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE, DEL SERVIU PARA LA REMESA DE RECURSOS CÓDIGO BIP 40048725-0.",CRISTIAN QUIROZ REYES JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,,,,https://drive.google.com/file/d/1LAjWKAhLA69m8L59avDGpVfQiY0YXG6q/view?usp=drive_link,
,jzp ,DIFOI ,00939,23-10-2024,UNIDAD DE CONTROL DE RENDICIONE,"RENDICION MES DE SEPTIEMBRE N°37  ""TRANSFERENCIA MANEJO HIDRICO SUSTENTABLE DEL CULTIVO DEL ARROZ"" ",RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,PAPEL,23-10-2024,,,https://drive.google.com/file/d/1Ef1UEPzoMEAUzF1gAaVWQKA618FBiZ8R/view?usp=drive_link,
,pnj,DIT,00938,23-10-2024,UNIDAD DE CONTROL DE RENDICIONE,"ENVÍA RENDICIÓN DE CUENTAS PROGRAMA CÓDIGO BIP 40050637-0, MES DE AGOSTO DE 2024.",CRISTIAN QUIROZ REYES JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,23-10-2024,,,https://drive.google.com/file/d/1XAm8fjL7xiFX8KU4XRrN9qZaq7vAAolQ/view?usp=drive_link,
,psms,DIPLADE,00937,22-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,SOLICITA RESGUARDO CERTIFICADO DE FIANZA N°189775WEB,RUBÉN SANDOVAL GANGAS JEFE DIVISIÓN DE PLANIFICACIÓN Y DESARROLLO REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,22-10-2024,,,https://drive.google.com/file/d/1TmE0i2l6itXsRtluWeAfRbspNN6oHy89/view?usp=drive_link,
,ccn,DIFOI,00936,22-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"INFORME ESTADO DE EJECUCIÓN Y RENDICIÓN DE CUENTAS ""TRANSFERENCIA INVERSIÓN TECNOLÓGICA EN
PRODUCCIÓN LIMPIA DEL SECTOR PANADERO ÑUBLE"". ",RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,22-10-2024,,,https://drive.google.com/file/d/1AFjXrAEEiEenIk-uWcgqUF-P8aaQo8ML/view?usp=drive_link,
,pnj,DIT,00935,22-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"ENVÍA RENDICIÓN DE CUENTAS PROGRAMA CÓDIGO BIP 40023687-0, MES DE JULIO 2024",CRISTIAN QUIROZ REYES JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,22-10-2024,,,https://drive.google.com/file/d/14_hMVJTpeO9t_ktPXTCD13KT-f5KoxZv/view?usp=drive_link,
,jzp,DIFOI,00934,22-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N° 36 MES DE SEPTIEMBRE 2024 PROGRAMA ""TRANSFERENCIA OPTIMIZACION DE LA GESTION DE COSECHA EN CEREZA""",RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,PAPEL,22-10-2024,,,https://drive.google.com/file/d/1mQ_M2MSyz4e_nPawmU2fbhiPLvcE6kHB/view?usp=drive_link,
,jzp,DIFOI,00933,22-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N° 35 MES DE SEPTIEMBRE 2024 PROGRAMA ""TRANSFERENCIA DIRECTRICES TECNOLOGICAS DE MANEJO AGRONOMICO PARA EL CULTIVO DEL CASTAÑO""",RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,PAPEL,22-10-2024,,,https://drive.google.com/file/d/1qUQC10IPaulopB8p1nkcCGNXNBsoaALz/view?usp=drive_link,
,chl,DIT,00932,21-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE, PROGRAMA CODIGO BIP 40050692-0",CRISTIAN QUIROZ REYES JEFE DE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,21-10-2024,,,https://drive.google.com/file/d/1maUHP_RKoC8yXhXNiUzQF60MCzoJc0ta/view?usp=drive_link,
,jbd,DIFOI ,00931,21-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,INFORME DE ESTADO DE EJECUCIÓN Y RENDICIÓN DE CUENTA DE “FORTALECIMIENTO DELTURISMO DE NEGOCIOS DE ÑUBLE” CÓDIGO BIP 40050684.,RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,21-10-2024,,,https://drive.google.com/file/d/12nIl7F9Q3cOrFypqtuQj5gpQsnDD4qYz/view?usp=drive_link,
,jsm,DIPIR,00930,21-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"REMITE PAGARÉ DE ASIGNACIÓN DIRECTA, CÓDIGO CVC-AD-25, PARA SU CUSTODIA.",SR. RUBÉN SANDOVAL GANGAS JEFE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL (S) GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,21-10-2024,,,https://drive.google.com/file/d/13nL5UxnCwHpPSRmUuqCYEN6z7hNWS7B5/view?usp=drive_link,
,ccn,DIFOI ,00929,21-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"INFORME ESTADO DE EJECUCIÓN Y RENDICIÓN DE CUENTAS TRANSFERENCIA IDENTIDAD MICROBIANA DE LA
VITIVINICULTURA DEL ITATA",RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,21-10-2024,,,https://drive.google.com/file/d/1ck86JJOJl7uMweZ6jeJ1Sy0CF5u08AxU/view?usp=drive_link,
,ccn,DIFOI ,00928,21-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"INFORME ESTADO DE EJECUCIÓN Y RENDICIÓN DE CUENTAS TRANSFERENCIA CONTROL BIOLÒGICO DE D. SUZUKII
PARA PRODUCTORES DE FRUTA DE LA AFC EN LA
REGIÓN DE ÑUBLE",RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,21-10-2024,,,https://drive.google.com/file/d/1P059gt2mtXclrygiextnnsRCUX1cLL8z/view?usp=drive_link,
,odd,DIPLADE,00927,21-10-2024,ALICIA CONTRERAS VIELMA GOBERNADORA REGIONAL (S) GOBIERNO REGIONAL DE ÑUBLE,"INGRESA INICIATIVA “CONSTRUCCIÓN APERTURA Y PAVIMENTACIÓN LIBERTAD ORIENTE, NUEVA ORIENTE Y NUEVA CUATRO, CHILLÁN” A FINANCIAMIENTO FNDR 2025.",RUBÉN SANDOVAL GANGAS JEFE DIVISIÓN DE PLANIFICACIÓN Y DESARROLLO REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,21-10-2024,,,https://drive.google.com/file/d/14ulKjgh1XdHbEcwQLgBH8nGb22vsHV-c/view?usp=drive_link,
,ccn,DIFOI ,00926,18-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE, PROGRAMA CODIGO BIP 40050712",RAÚL SÚNICO GALDAMES JEFE DE DIVISIÓN DE FOMENTO E INDUSTRIA GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,18-10-2024,,,https://drive.google.com/file/d/1So9IAR2vQkguNjVZEEiVQuoAxvZTusqq/view?usp=drive_link,
,cjg,DIPIR,00925,18-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"REMITE BOLETA DE GARANTÍA # 148418 “ADQUISICIÓN MOTONIVELADORA, COMUNA DE RANQUIL”, CÓDIGO BIP 40037476-0.","SR. JUAN PARADA GONZALEZ
 JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL
 GOBIERNO REGIONAL DE ÑUBLE",DOCDIGITAL,18-10-2024,,,https://drive.google.com/drive/folders/1k6NEgarWvZ3LpWyKdHg8sjn64R2oWar9?usp=drive_link,
,cjg,DIPIR,00924,18-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"ENVÍA A CUSTODIA GARANTÍA DE FIEL CUMPLIMIENTO DEL CONTRATO “ADQUISICIÓN ECÓGRAFO Y SISTEMA DE DETECCIÓN PRECOZ CÁNCER DE MAMA PARA EL HCHM, SERVICIO DE SALUD ÑUBLE” CÓDIGO BIP 40054221.","SR. JUAN PARADA GONZALEZ
 JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL
 GOBIERNO REGIONAL DE ÑUBLE",DOCDIGITAL,18-10-2024,,,https://drive.google.com/file/d/1Q7sjrmL6OC4lXkCeEFT9v_3DvVW_vqqa/view?usp=drive_link,
,pnj,DIT,00923,18-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE, PROGRAMA CODIGO BIP 40051163-0.",JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,18-10-2024,,,https://drive.google.com/file/d/1JRcrzs0kAnrdoW1Qa7MCCB1iex1l9nKx/view?usp=drive_link,
,lpo,DIPIR,00922,18-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE, PARA PRIMERA REMESA DE PROGRAMA 40056384-0 - SERCOTEC.","SR. JUAN PARADA GONZALEZ
 JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL
 GOBIERNO REGIONAL DE ÑUBLE",DOCDIGITAL,18-10-2024,,,https://drive.google.com/file/d/170KR_DIqz1eMRVS28864xfow6mvpOoZo/view?usp=drive_link,
,cjg,DIPIR,00921,18-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"REMITE PÓLIZA DE GARANTÍA # 3018488 “ADQUISICIÓN AUTOCLAVE DE INICIO PARA SEDILE DEL HOSPITAL CLÍNICO HERMINDA MARTÍN”, CÓDIGO BIP 40033865-0.","SR. JUAN PARADA GONZALEZ
 JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL
 GOBIERNO REGIONAL DE ÑUBLE",DOCDIGITAL,18-10-2024,,,https://drive.google.com/file/d/1-Y_xJKPY4AV84Y7FbOznH-u8xBEDxojx/view?usp=drive_link,
,eja,DIFOI ,00920,18-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION 22-23 (MAYO-JUNIO 24) PROGRAMA ""TRANSFERENCIA IA TURISMO, MARKETING E INTELIGENCIA ARTIFICIAL TURISTICA ",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,21-10-2024,,,https://drive.google.com/file/d/1VL7213R2RDMaef9FxSTj2gl5BtqqwcO_/view?usp=drive_link,
,hbn ,DIFOI ,00919,18-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MES DE SEPTIEMBRE (5) 2024 DE INICIATIVA DENOMINADA ""TRANSFERENCIA ÑUBLE ECOPACKS: ECONOMIA CIRCULAR SUSTENTABLE ",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,21-10-2024,,,https://drive.google.com/file/d/1gzmBVq43Q7WDxMrWDSUxjGg8EaVIS0O8/view?usp=drive_link,
,hbn ,DIFOI ,00918,18-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MES DE JUNIO (4) 2024 DE INICIATIVA DENOMINADA ""TRANSFERENCIA ÑUBLE ECOPACKS: ECONOMIA CIRCULAR SUSTENTABLE ",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,21-10-2024,,,https://drive.google.com/file/d/1s6RbUvEKTGIiUMz-IbDuUYyconrdLL2v/view?usp=drive_link,
,jsm,DIPIR,00917,17-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"SOLICITUD CERTIFICADO DE ACREDITACIÓNDE RENDICIONES AL CORRIENTE, DE LIGA DEPORTIVA RENACER FEMENINO PARA GESTIONAR TRANSFERENCIA DE ASIGNACION DIRECTA",RUBEN SANDOVAL GANGAS JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL (S),DOCDIGITAL,17-10-2024,,,https://drive.google.com/file/d/1mcjK5x2oR18rGyutZJEMWVJX88Z1dSyZ/view?usp=drive_link,
,jsm,DIPIR,00916,17-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"SOLICITUD CERTIFICADO DE ACREDITACIÓNDE RENDICIONES AL CORRIENTE, DE MOVIMIENTO SOCIAL EN DEFENSA DEL RIO ÑUBLE PARA GESTIONAR TRANSFERENCIA DE ASIGNACION DIRECTA.",RUBEN SANDOVAL GANGAS JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL (S),DOCDIGITAL,17-10-2024,,,https://drive.google.com/file/d/1z1fDsAhsV-_GikBGTrHSGGQb-7ygiiOj/view?usp=drive_link,
,poh,AUD,00915,17-10-2024,RUBÉN SANDOVAL ADMINISTRADOR(S) REGIONAL,INFORME DE REVISIÓN DE TRANSPARENCIA ACTIVA JUNIO A AGOSTO DE 2024.,PAMELA ORELLANA HERRERA PROFESIONAL DE AUDITORÍA INTERNA,DOCDIGITAL,17-10-2024,,,https://drive.google.com/file/d/1Yvy9IdZNoafIB3QAgHo5odvvLnCgWO40/view?usp=drive_link,
,ccn,DIFOI,00914,17-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION PROGRAMA ""TRANSFERENCIA IDENTIDAD MICROBIANA DE LA VITICULTURA DEL ITATA""  MES DE NOVIEMBRE (5)",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,17-10-2024,,,https://drive.google.com/file/d/1wgqOkAOLMZCImzCrkCAMQq1hzozjIUXN/view?usp=drive_link,
,ccn,DIFOI,00913,17-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION PROGRAMA ""TRANSFERENCIA IDENTIDAD MICROBIANA DE LA VITICULTURA DEL ITATA""  MES DE DICIEMBRE (6)",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,17-10-2024,,,https://drive.google.com/file/d/19udlyOD2lnkJidQS-YYL_ny_Ag009oGY/view?usp=drive_link,
,ccn,DIFOI,00912,17-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION PROGRAMA ""TRANSFERENCIA IDENTIDAD MICROBIANA DE LA VITICULTURA DEL ITATA""  MES DE ENERO (7)",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,17-10-2024,,,https://drive.google.com/file/d/19pYpTJ1uNtAfizTRgc6QIs6dpx0j41g-/view?usp=drive_link,
,ccn,DIFOI,00911,17-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION PROGRAMA ""TRANSFERENCIA IDENTIDAD MICROBIANA DE LA VITICULTURA DEL ITATA""  MES DE FEBRERO (8)",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,17-10-2024,,,https://drive.google.com/file/d/1LKRS_scnyFeGy2X87eo6Dz4MiPON8cdl/view?usp=drive_link,
,ccn,DIFOI,00910,17-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION PROGRAMA ""TRANSFERENCIA IDENTIDAD MICROBIANA DE LA VITICULTURA DEL ITATA""  MES DE MARZO (9)",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,17-10-2024,,,https://drive.google.com/file/d/1pkRnX4sXuI7Epr3zt15ugJlDzOt9_Irx/view?usp=drive_link,
,ccn,DIFOI,00909,17-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION PROGRAMA ""TRANSFERENCIA IDENTIDAD MICROBIANA DE LA VITICULTURA DEL ITATA""  MES DE ABRIL (10)",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,17-10-2024,,,https://drive.google.com/file/d/1J2jbckOvvZQ7vOA5_B5dOXfhzVe15Uuj/view?usp=drive_link,
,ccn,DIFOI,00908,17-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION PROGRAMA ""TRANSFERENCIA IDENTIDAD MICROBIANA DE LA VITICULTURA DEL ITATA""  MES DE MAYO (11)",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,17-10-2024,,,https://drive.google.com/file/d/1pi5PTJhaBx3t5swKddnimftkAnZxPuBO/view?usp=drive_link,
,eja ,DIFOI,00907,17-10-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE JULIO-AGOSTO 2024 ""FORTALECIMIENTO Y ATRACCION DE INVERSIONES PRODUCTIVAS DE BASE TECNOLOGICA IFI MODALIDAD INVERSION TECNOLOGICA, REGION DE ÑUBLE ",RAUL SUNICO GALDAMES JEFE DIVISION DE FOMENTO E INDUSTRIA,PAPEL,17-10-2024,,,https://drive.google.com/file/d/1o-DMqTFOO91HgIEXGBLvf57CIjAzHraj/view?usp=drive_link,
,jpch ,GOB,00906,16-10-2024,EMILIO CISTERNAS,ENVÍA DEFINICIÓN DE METAS CONVENIO DE DESEMPEÑO COLECTIVO AÑO 2025.,ALICIA CONTRERAS VIELMA ,DOCDIGITAL,16-10-2024,,,https://drive.google.com/drive/folders/12tF5ias0Ghss3wjW1tw4FoTI_j6EbQST?usp=sharing,
,jsm,DIPIR,00905,16-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE DE MUNICIPIOS DE LA REGION DE ÑUBLE QUE SE DETALLAN A CONTINUACIÓN, PARA GESTIONAR CONVENIO DE TRANSFERENCIA.",JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL,DOCDIGITAL,16-10-2024,,,https://drive.google.com/drive/folders/1JNrN6kBmgoS72uziMUPJ8ft8M-JZ6hxc?usp=drive_link,
,jsm,DIPIR,00904,16-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"REMITE PAGARÉ DE ASIGNACIÓN DIRECTA, CVC-AD-16, PARA SU CUSTODIA.",SR. JUAN PARADA GONZALEZ JEFE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,16-10-2024,,,https://drive.google.com/file/d/1z20c2Qg32DM8MdidVkGB3e1yPXJeogFf/view?usp=drive_link,
,jsm,DIPIR,00903,16-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"REMITE PAGARÉ DE ASIGNACIÓN DIRECTA, CÓDIGO CVC-AD-19, PARA SU CUSTODIA.",SR. JUAN PARADA GONZALEZ JEFE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,16-10-2024,,,https://drive.google.com/file/d/1Ov3PBhPDmnvzZRgSJNLqPZxtgkLdKpRd/view?usp=drive_link,
,jsm,DIPIR,00902,16-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"REMITE PAGARÉ DE ASIGNACIÓN DIRECTA, CÓDIGO CVC-AD-12, PARA SU CUSTODIA.",SR. JUAN PARADA GONZALEZ JEFE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,16-10-2024,,,https://drive.google.com/file/d/1QQ8cIziN__n2r68PL9TLUTaqfrrehNgs/view?usp=drive_link,
,jpch,GOB,00901,16-10-2024,SUSANA MOLINA FUENTES ,ENVÍA DEFINICIÓN DE METAS CONVENIO DE DESEMPEÑO COLECTIVO AÑO 2025.,ALICIA CONTRERAS VIELMA ,DOCDIGITAL,16-10-2024,,,https://drive.google.com/file/d/1rh_eAYYqN3NFXkw5pcvqkU-0IIbL1eo3/view?usp=drive_link,
,psp ,DIPIR,00900,16-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE, DE LA UNIVERSIDAD DEL BÍO-BÍO PARA LA REALIZACIÓN DE TRANSFERENCIA DE RECURSOS.",JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL,DOCDIGITAL,16-10-2024,,,https://drive.google.com/file/d/1D0kH-hDncVzGsYvsdy9MZCGvkGwbGT_I/view?usp=drive_link,
,pgg,DAF,00899,16-10-2024,SRA. LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE,"“GARANTÍA POR FIEL Y OPORTUNO CUMPLIMIENTO DEL CONTRATO, ADQUISICIÓN DE LICENCIAS E IMPLEMENTACIÓN SOFTWARE/APLICATIVO PARA GESTIÓN INTERNA DE INICIATIVAS DE INVERSIÓN ASOCIADAS AL GOBIERNO REGIONAL DE ÑUBLE 1036569-20-LE24""",PABLO ANTONIO GUTIERREZ GUTIERREZ ,DOCDIGITAL,16-10-2024,,,https://drive.google.com/file/d/1TKuF3E5JirEF9V_gZ8PFUDH2nq4eV3dq/view?usp=drive_link,
,pnj,DIT,00898,15-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE, PROGRAMA CODIGO BIP 40023687-0.",JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,15-10-2024,,,https://drive.google.com/file/d/1l9WbNoa1ezsd08Jzm7mL1W17YGUTPMZB/view?usp=drive_link,
,pnj,DIT,00897,15-10-2024,LEILA GASAUI IRRIBARRA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS,"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE, PROGRAMA CODIGO BIP 40023687-0.",JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,15-10-2024,,,https://drive.google.com/file/d/1eLyh5Qnnypqow8Ouyrsbs45N-iYPWNEn/view?usp=drive_link,
