SUB,ITEM, ASIG,CODIGO,UNIDAD TECNICA ,NOMBRE DE LA INICIATIVA,PROVINCIA,COMUNA, MONTO FNDR M$ ,Nº RES INCORPORA/ CERT CORE,FECHA RES INCORPORA/ CERT CORE,Nº RES CREA ASIGNACIÓN,FECHA RES CREA  ASIGNACIÓN,ESTADO DE CONVENIO,FECHA FIRMA DE CONVENIO ,Nº RES APRUEBA CONVENIO ,FECHA RES APRUEBA CONVENIO,TIPO DE RESOLUCIÓN ,ESTADO CONVENIO EN CGR,FECHA TOMA DE RAZON DE CGR,Nº OFICIO ENVIA CONVENIO,FECHA OFICIO ENVIA CONVENIO,REFERENTE TECNICO O CONTRAPARTE TECNICA,Nº RES REFERENTE TECNICO
33,03,125,40064829,MUNICIPALIDAD DE PINTO,"MEJORAMIENTO ALUMBRADO PÚBLICO EN CALLEJONES Y PASAJES, SECTOR EL ROSAL, COMUNA DE PINTO",DIGUILLÍN,PINTO, $ 156.849 ,925,17-10-2024,925,17-10-2024,FIRMADO,23-10-2024,981,30-10-2024,EXENTA,N/A,N/A,1673,08-11-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40064977,MUNICIPALIDAD DE PINTO,"CONSTRUCCIÓN CANCHA DE BABY FUTBOL SECTOR EL ROSAL, COMUNA DE PINTO",DIGUILLÍN,PINTO, $ 149.404 ,925,17-10-2024,925,17-10-2024,FIRMADO,23-10-2024,980,30-10-2024,EXENTA,N/A,N/A,1673,08-11-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40065525,MUNICIPALIDAD DE PINTO,"INSTALACIÓN ALUMBRADO PÚBLICO CAMINO SAN IGNACIO, PEDERNALES, CAMINO VECINAL, COMUNA DE PINTO",DIGUILLÍN,PINTO, $ 163.032 ,925,18-10-2024,925,18-10-2024,FIRMADO,24-10-2024,976,30-10-2024,EXENTA,N/A,N/A,1673,08-11-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40050210,MUNICIPALIDAD DE PINTO,"REPOSICIÓN SEDE SOCIAL DE LA JUNTA DE VECINOS DE LOMA ALTA, COMUNA DE PINTO",DIGUILLÍN,PINTO, $ 133.975 ,925,19-10-2024,925,19-10-2024,FIRMADO,24-10-2024,978,30-10-2024,EXENTA,N/A,N/A,1673,08-11-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40065036,MUNICIPALIDAD DE PINTO,"MEJORAMIENTO PLAZOLETA LAS TRANQUITAS, VALLE LAS TRANCAS, COMUNA DE PINTO",DIGUILLÍN,PINTO, $ 155.180 ,925,20-10-2024,925,20-10-2024,FIRMADO,24-10-2024,977,30-10-2024,EXENTA,N/A,N/A,1673,08-11-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,30267676,MUNICIPALIDAD DE YUNGAY,"CONSTRUCCIÓN SEDE COMUNITARIA SECTOR LA CABAÑA, COMNA DE YUNGAY",DIGUILLÍN,YUNGAY, $ 104.737 ,925,20-10-2024,925,20-10-2024,FIRMADO,24-10-2024,1028,13-11-2024,EXENTA,N/A,N/A,1697,14-11-2024,CAROLINA SEREY PROVOSTE ,
33,03,125,40061962,MUNICIPALIDAD DE SAN FABIAN,CONSTRUCCIÓN SISTEMAS DE ILUMINACIÓN DIVERSOS SECTORES COMUNA DE SAN FABÍAN,PUNILLA,SAN FABIÁN, $ 87.707 ,925,20-10-2024,925,20-10-2024,FIRMADO,24-10-2024,973,30-10-2024,EXENTA,N/A,N/A,1677,08-11-2024,,
33,03,125,40065733,MUNICIPALIDAD DE RANQUIL,"REPOSICIÓN CUBIERTA ESCUELA AMÉRICA, COMUNA DE RÁNQUIL",ITATA,RÁNQUIL, $ 174.598 ,925,20-10-2024,925,20-10-2024,FIRMADO,03-12-2024,1124,09-12-2024,EXENTA,N/A,N/A,EN TRAMITE,,PABLO TRONCOSO ALARCON ,
33,03,125,40065541,MUNICIPALIDAD DE SAN IGNACIO,"REPOSICIÓN TECHUMBRE PRIMER NIVEL CESFAM DR. ALFONSO PARRA CARRIEL, SAN IGNACIO",DIGUILLÍN,SAN IGNACIO, $ 173.714 ,1029,13-11-2024,1029,13-11-2024,FIRMADO,03-12-2024,1140,10-12-2024,EXENTA,N/A,N/A,1842,16-12-2024,,
33,03,125,40065583,MUNICIPALIDAD DE QUIRIHUE,"MEJORAMIENTO PLAZOLETA VILLA LLAIPEN, COMUNA DE QUIRIHUE",ITATA,QUIRIHUE, $ 142.929 ,1029,13-11-2024,1029,13-11-2024,FIRMADO,26-11-2024,1111,05-12-2024,EXENTA,N/A,N/A,EN TRAMITE,,,
33,03,125,40065585,MUNICIPALIDAD DE QUIRIHUE,"MEJORAMIENTO PLAZOLETAS VILLA EL PORVENIR, COMUNA DE QUIRIHUE",ITATA,QUIRIHUE, $ 103.852 ,1029,13-11-2024,1029,13-11-2024,FIRMADO,26-11-2024,1138,10-12-2024,EXENTA,N/A,N/A,EN TRAMITE,,,
33,03,125,40064778,MUNICIPALIDAD DE COELEMU,"CONSTRUCCIÓN CENTRO TEA, COMUNA DE COELEMU ",ITATA,COELEMU, $ 174.560 ,1029,13-11-2024,1029,13-11-2024,FIRMADO,26-11-2024,1175,19-12-2024,EXENTA,N/A,,,,,
33,03,125,40061657,MUNICIPALIDAD DE QUILLÓN,"CONSTRUCCIÓN PATIO TECHADO ESCUELA AMANDA CHÁVEZ NAVARRETE, QUILLÓN",DIGUILLÍN,QUILLÓN , $ 174.496 ,1029,13-11-2024,1029,13-11-2024,FIRMADO,03-12-2024,1127,09-12-2024,EXENTA,N/A,N/A,1823,11-12-2024,,
33,08,125,40065653,MUNICIPALIDAD DE COELEMU,"MEJORAMIENTO VIAL, COMUNA DE COELEMU",ITATA,COELEMU, $ 174.531 ,1029,13-11-2024,1029,13-11-2024,FIRMADO,26-11-2024,1164,17-12-2024,EXENTA,N/A,N/A,,,,
24,01,300,CVC-AD-25,CLUB SOCIAL  Y CULTURAL DEPORTIVO DEL RODEO CHILENO ARTURO PRAT DE NINHUE,RODEO PRIMERA CLUB PRAT DE NINHUE,REGIONAL,REGIONAL, $ 15.000 ,1070,14-10-2024,926,17-10-2024,FIRMADO,18-10-2024,931,18-10-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,931/18.10.2024
24,01,300,CVC-AD-26,ASOCIACION DEPORTIVA Y CULTURAL CLUBES DE HUASOS DE ÑUBLE,IMPLEMENTACION DE AMBULANCIAS PARA LA TEMPORADA DEPORTIVA 2024/2025,,REGIONAL, $ 13.090 ,1071,14-10-2024,,,NO SE FIRMO,-,-,-,-,-,-,-,-,-,-
24,01,300,CVC-AD-28,AGRUPACION DEPORTIVA Y CULTURAL DE BASQUETBOL SENIORS DAMAS WILTRALEN,AGRUPACION DEPORTIVA Y CULTURAL DE BASQUETBOL SENIORS DAMAS WILTRALEN,REGIONAL,REGIONAL, $ 1.460 ,1072,14-10-2024,940,21-10-2024,FIRMADO,23-10-2024,961,25-10-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,961/25.10.2024
24,01,300,CVC-AD-30,CLUB DE PROTIVO SOCIAL Y CULTURAL REAL ZARAGOZA,CLUB DEPORTIVO SOCIAL Y CULTURAL IMPULSA EL DESARROLLO DEL FUTBOL FEMENINO,REGIONAL,REGIONAL, $ 2.410 ,1073,14-10-2024,1072,22-11-2024,FIRMADO,05-12-2024,1136,10-12-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,1136/10.12.2024
24,01,300,CVC-AD-27,CLUB DEPORTIVO ESCOLAR INSAMACH,CORRIDA FAMILIAR INSAMACH,REGIONAL,REGIONAL, $ 1.764 ,1074,14-10-2024,1013,07-11-2024,FIRMADO,08-11-2024,1016,08-11-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,1016/08.11.2024
24,01,300,CVC-AD-29,CLUB DE DEPORTES UNIÓN,PARTICIPACION EN CAMPEONATO INFANTIL ACONCAGUA CUP MENDOZA NOVIEMBRE 2024,REGIONAL,REGIONAL, $ 5.200 ,1075,14-10-2024,1013,07-11-2024,FIRMADO,08-11-2024,1015,08-11-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,1015/08.11.2024
24,01,300,CVC-AD-21,CLUB MOUNTAIN BIKE DE NINHUE,6°  FECHA CAMPEONATO NACIONAL DE MOUNTAIN BIKE SERIES NINHUE 2024,REGIONAL,REGIONAL, $ 15.000 ,1090,06-11-2024,1220,30-12-2024,FIRMADO,31-12-2024,1242,31-12-2024,EXENTA,N/A,N/A,N/A,N/A,CESAR NAVARRETE PALMA ,1242/31.12.2024
24,01,300,CVC-AD-32,CORPORACION CULTURAL Y SOCIAL ARTE Y VIDA DE COELEMU,ÑUBLE EN BIME- BILBAO 2024,,REGIONAL, $ 20.810 ,1091,06-11-2024,,,NO SE FIRMO,-,-,-,-,-,-,-,-,-,-
24,01,300,CVC-AD-33-1,CLUB DEPORTIVO CHILE,DISFRUTA EL DEPORTE Y RESPETA A TU RIVAL ,REGIONAL,REGIONAL, $ 1.540 ,1092,06-11-2024,1072,22-11-2024,FIRMADO,30-12-2024,1244,31-12-2024,EXENTA,N/A,N/A,N/A,N/A,CESAR NAVARRETE PALMA ,1244/31.12.2024
24,01,300,CVC-AD-31,CENTRO DE PADRES Y APODERADOS ESCUELA BASICA VALLE DE LONQUEN,VIAJNADO POR NUESTROS SUEÑOS,REGIONAL,REGIONAL, $ 2.224 ,1093,06-11-2024,1176,19-12-2024,FIRMADO,05-12-2024,1226,30-12-2024,EXENTA,N/A,N/A,N/A,N/A,YAMITEL REYES CABRERA,1226/30.12.2024
33,03,125,40065541,MUNICIPALIDAD DE SAN IGNACIO,"REPOSICIÓN TECHUMBRE PRIMER NIVEL CESFAM DR. ALFONSO PARRA CARRIEL, SAN IGNACIO",DIGUILLÍN,SAN IGNACIO, $ 173.714 ,1029,13-11-2024,1029,13-11-2024,FIRMADO,03-12-2024,1140,10-12-2024,EXENTA,N/A,N/A,1842,16-12-2024,,
33,03,125,40061657,MUNICIPALIDAD DE QUILLÓN,"CONSTRUCCIÓN PATIO TECHADO ESCUELA AMANDA CHÁVEZ NAVARRETE, QUILLÓN",DIGUILLÍN,QUILLÓN , $ 174.496 ,1029,13-11-2024,1029,13-11-2024,FIRMADO,03-12-2024,1127,09-12-2024,EXENTA,N/A,N/A,1823,11-12-2024,,
33,03,125,40065653,MUNIPALIDAD DE COELEMU,"MEJORAMIENTO VIAL, COMUNA DE COELEMU",ITATA,COELEMU, $ 174.531 ,1029,13-11-2024,1029,13-11-2024,FIRMADO,26-11-2024,1164,17-12-2024,EXENTA,N/A,N/A,,,,
33,03,125,40056269,MUNICIPALIDAD DE QUILLÓN,"MEJORAMIENTO SEÑALÉTICAS TURÍSTICAS E IDENTIFICACIÓN DE CALLES, QUILLÓN",DIGUILLÍN,QUILLÓN , $ 109.779 ,1083,27-11-2024,1083,27-11-2024,FIRMADO,16-12-2024,1197,24-12-2024,EXENTA,N/A,N/A,,,,
33,03,125,40061977,MUNICIPALIDAD DE SAN CARLOS ,"CONSTRUCCIÓN JUEGOS INCLUSIVOS PARQUE QUIRELL, SAN CARLOS",PUNILLA,SAN CARLOS, $ 159.323 ,1083,27-11-2024,1083,27-11-2024,FIRMADO,24-12-2024,1245,31-12-2024,EXENTA,N/A,,,,,
33,03,125,40067266,MUNICIPALIDAD DE RANQUL,"MEJORAMIENTO CAMINOS APLICANDO SUPRESOR DEL POLVO, COMUNA DE RÁNQUIL",ITATA,RÁNQUIL, $ 166.766 ,1083,27-11-2024,1083,27-11-2024,FIRMADO,05-12-2024,1142,10-12-2024,EXENTA,N/A,N/A,,,,
33,03,125,40065162,MUNICIPALIDAD DE QUILLÓN,"MEJORAMIENTO ESPACIO PÚBLICO VILLA RENACER, QUILLÓN",DIGUILLÍN,QUILLÓN , $ 130.088 ,1083,27-11-2024,1083,27-11-2024,FIRMADO,16-12-2024,1196,24-12-2024,EXENTA,N/A,N/A,,,,
33,03,125,40062109,MUNICIPALIDAD DE TREHUACO,MEJORAMIENTO CAMINOS VECINALES DISTINTOS SECTORES CON SUPRESOR DE POLVO COMUNA DE TREHUACO,ITATA,TREHUACO, $ 174.127 ,1083,27-11-2024,1083,27-11-2024,FIRMADO,17-12-2024,156,11-02-2025,EXENTA,N/A,N/A,,,,
24,01,300,CVC-AD-34,ASOCIACION DE BASQUETBOL Y CULTURAL CHILLAN,ZORROS DE ÑUBLE A PASO FIRME,REGIONAL,REGIONAL, $ 2.141 ,1110,18-12-2024,1233,31-12-2024,FIRMADO,31-12-2024,1250,31-12-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,1250/31.12.2024
33,03,125,40065748,MUNICIPALIDAD DE BULNES,CONSTRUCCIÓN SERVICIOS HIGIÉNICOS Y COCINA PARA SEDE UCAM. COMUNA DE BULNES,DIGUILLÍN,BULNES , $ 174.500 ,1143,11-12-2024,1143,11-12-2024,FIRMADO,11-12-2024,1246,31-12-2024,EXENTA,N/A,N/A,56,13-01-2024,,
33,03,125,40056271,MUNICIPALIDAD DE QUILLÓN,"MEJORAMIENTO VEREDAS SECTOR NORTE, QUILLÓN",DIGUILLÍN,QUILLÓN , $ 121.862 ,1143,11-12-2024,1143,11-12-2024,FIRMADO,16-12-2024,1194,24-12-2024,EXENTA,N/A,N/A,,,,
33,03,125,40065097,MUNICIPALIDAD DE SAN CARLOS ,"CONSTRUCCIÓN SEDE SOCIAL LLAHUIMAVIDA, SAN CARLOS.",PUNILLA,SAN CARLOS, $ 168.420 ,1143,11-12-2024,1143,11-12-2024,FIRMADO,24-12-2024,1241,31-12-2024,EXENTA,N/A,N/A,,,,
33,03,125,40061970,MUNICIPALIDA DE SAN CARLOS,"CONSTRUCCIÓN SEDE SOCIAL VILLA LAS
AMÉRICAS, SAN CARLOS",PUNILLA,SAN CARLOS, $ 115.730 ,1143,11-12-2024,1143,11-12-2024,FIRMADO,27-12-2024,1243,31-12-2024,EXENTA,N/A,,,,,
24,03,490,40063490,Municipalidad de Chillán Viejo,"Transferencia mejorando la calidad de la educación escolar rural, Chillan Viejo",DIGUILLÍN,CHILLÁN VIEJO, $ 151.193 ,1200,26-12-2024,1207,27-12-2024,FIRMADO,31-12-2024,1252,31-12-2024,EXENTA,N/A,,,,,
24,03,490,40064191,Municipalidad de Portezuelo,"Transferencia mejoramiento de calidad de la educación, comuna de Portezuelo",ITATA,PORTEZUELO, $ 101.969 ,1200,26-12-2024,1207,27-12-2024,FIRMADO,31-12-2024,1255,31-12-2024,EXENTA,N/A,,,,,
24,03,490,40063393,MUNICIPALIDAD DE NINHUE,Transferencia programa de recuperación asistencia escolar en la comuna de Ninhue,ITATA,NINHUE, $ 200.626 ,1200,26-12-2024,1207,27-12-2024,FIRMADO,31-12-2024,1254,31-12-2024,EXENTA,N/A,,,,,
24,03,490,40064078,Municipalidad de San Ignacio,"Transferencia a programa mejorando calidad de la educación, San Ignacio",DIGUILLÍN,SAN IGNACIO, $ 312.535 ,1200,26-12-2024,1207,27-12-2024,FIRMADO,31-12-2024,1253,31-12-2024,EXENTA,N/A,,,,,
33,03,125,40062378,MUNICIPALIDAD DE CHILÁN,MEJORAMIENTO DE ESPACIOS PÚBLICOS EN DISTINTOS SECTORES DE LA CIUDAD DE CHILLÁN,DIGUILLÍN,CHILLÁN, $ 140.121 ,1143,11-12-2024,1143,11-12-2024,FIRMADO,27-12-2024,EN ELABORACION,,,,,,,,
29,05,,,,,,,,,,,,,,,,,,,,,,
24,03,,,,,,,,,,,,,,,,,,,,,,
24,01,,,,,,,,,,,,,,,,,,,,,,
