COD. ÚNICO,VIGENCIA,AÑO,AÑO PRESP.,BIP,DV,NOMBRE INICIATIVA,TIPO,PROVINCIA,COMUNA,ETAPA,TIPOLOGÍA,Categoría GORE,SUBT,ITEM,ASIG,FORMULADOR,ORIGEN,UNIDAD TÉCNICA,DIVISIÓN VINCULADA,MONTO INICIATIVA,MONTO FNDR,MONTO FINAL APROB.,GASTO VIGENTE,ESTADO ACTUAL,FECHA ESTADO ACTUAL,RATE ACTUAL,FECHA ULTIMO RATE,OBSERVACIONES GENERALES,_source_file,_cleaned_at
40001819-2019,NO VIGENTE,2019,2019,40001819,0,"REPOSICION ALCANTARILLADO CALLE 24 DE ENERO, CHILLÁN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,MIDESO,,31,,,MUNICIP. CHILLÁN,MUNICIPIO,,,"$407,759","$215,208",,"M$215,208",REEMPL,,RS,13-09-2019,// POR ORD. 100/2563/2019 DEL 07-11-19 E6176/2019 FORMULADOR INFORMA QUE PROYECTO SERÁ REALIZADO CON FONDOS SECTORIALES DE SUBDERE// SE ENVÍA CORREO A FORMULADOR PARA QUE ACLARE FUENTES DE FINANCIAMIENTO 23-10-19 // ENVIADO A MIDESO POR ORD. 219 DEL 27-05-19,ANÁLISIS.csv,2025-12-23T05:39:39.818497
40001832-2019,NO VIGENTE,2019,2019,40001832,0,"REPOSICION ALCANTARILLADO AV. CHILE Y CONDELL, CHILLÁN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,MIDESO,,31,,,MUNICIP. CHILLÁN,MUNICIPIO,,,"$361,256","$213,292",,"M$213,292",REEMPL,,FI,13-08-2019,// POR ORD. 100/2563/2019 DEL 07-11-19 E6176/2019 FORMULADOR INFORMA QUE PROYECTO SERÁ REALIZADO CON FONDOS SECTORIALES DE SUBDERE// SE ENVÍA CORREO A FORMULADOR PARA QUE ACLARE FUENTES DE FINANCIAMIENTO 23-10-19 // ENVIADO A MIDESO POR ORD. 216 DEL 27-05-19,ANÁLISIS.csv,2025-12-23T05:39:39.818549
40001916-2019,NO VIGENTE,2019,2019,40001916,0,ACTUALIZACION PLAN REGULADOR COMUNA DE QUIRIHUE,ESTUDIO,ITATA,QUIRIHUE,EJECUCIÓN,MIDESO,,31,1,,MUNICIP. QUIRIHUE,MUNICIPIO,,,"$142,138","$142,138",,"M$39,139",APRO CORE,,RS,05-12-2018,"// APROBADO CORE ÑUBLE POR CERTIFICADO 33 DEL 06-02-19 / ENVIADO A CORE POR ORD. 19 DEL 07-01-19 / PROYECTO CON RS DE MIDESO BIO BIO 05-12-18, SE INGRESA PARA SOLICITAR FINANCIAMIENTO, OFICIO SE DERIVA JEFE DE DIPLADE PARA TOMAR DECISIONES 21,12,18",ANÁLISIS.csv,2025-12-23T05:39:39.819028
40001930-2020,NO VIGENTE,2019,2020,40001930,0,ADQUISICION EQUIPOS CLÍNICOS SS. MEDICO QUIRÚRGICO HOSPITAL EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,C-33,,29,5,,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,"$10,434","$10,434",,"M$10,434",APRO CORE,,RS,06-06-2019,"// AUMENTA EN M$1.024 SEGÚN CERTIFICADO 158-2020 // APROBADO CORE SEGÚN CERTIFICADO 162 DEL 30-07-19 E3969/2019// PRESENTADO CORE POR ORD. 293 DEL 03-07-19 E3394/2019// OFICIO DE ENVIO A CORE PARA FIRMA JEFE DIPLADE 02-07-19 // SE CORRIGE MONTO DE LOS EQUIPOS, RS INFORMADO POR CORREO EL 24-06-19 // RS DEL",ANÁLISIS.csv,2025-12-23T05:39:39.819175
40002024-2019,NO VIGENTE,2019,2019,40002024,0,"ACTUALIZACION PLADECO 2019-2024, COMUNA DE SAN IGNACIO",ESTUDIO,DIGUILLIN,SAN IGNACIO,EJECUCIÓN,MIDESO,,31,1,,MUNICIP. SAN IGNACIO,MUNICIPIO,,,"$30,000","$30,000",,"M$30,000",RATIF CORE,,RS,,// POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,ANÁLISIS.csv,2025-12-23T05:39:39.819290
40002037-2019,NO VIGENTE,2019,2019,40002037,0,CONSERVACION CAMINO RURAL EL MACAL LOS LLEUQUES BAJOS,PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,C-33,,31,2,,MUNICIP. PINTO,MUNICIPIO,,,"$310,891","$310,891",,"M$310,891",REVISAR,,,,// E3285/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.819367
40002042-2019,NO VIGENTE,2019,2019,40002042,0,CONSERVACION CAMINO VECINAL RURAL LAS VEGAS,PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,C-33,,31,2,,MUNICIP. PINTO,MUNICIPIO,,,"$47,525","$47,525",,"M$47,525",REVISAR,,,,// E3285/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.819629
40002043-2019,NO VIGENTE,2019,2019,40002043,0,CONSERVACION CAMINO VECINAL RURAL PINCURA ROSAL BAJO,PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,C-33,,31,2,,MUNICIP. PINTO,MUNICIPIO,,,"$193,193","$193,193",,"M$193,193",REVISAR,,,,// E3285/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.819703
40002049-2019,NO VIGENTE,2019,2019,40002049,0,CONSERVACION CAMINO VECINAL RURAL CAMINO SAN GABRIEL EL CARDAL,PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,C-33,,31,2,,MUNICIP. PINTO,MUNICIPIO,,,"$187,063","$187,063",,"M$187,063",REVISAR,,,,// E3285/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.819966
40002067-2019,NO VIGENTE,2019,2019,40002067,0,CONSERVACION CAMINO VECINAL SHANGRILA LAS TRANCAS,PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,C-33,,31,2,,MUNICIP. PINTO,MUNICIPIO,,,"$193,193","$193,193",,"M$193,193",REVISAR,,,,// E3285/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.820940
40002118-2019,NO VIGENTE,2019,2019,40002118,0,"NORMALIZACION ELECTRIFICACIÓN DOMICILIARIA DIVERSOS SECTORES, EL CARMEN",PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,MIDESO,,31,,,MUNICIP. EL CARMEN,MUNICIPIO,,,"$163,033","$163,033",,"M$163,033",REV MDS,,FI,02-04-2019,"// POR ORD. 111 DEL 11-03-19 E1250/2019 SE ENVÍA A REVISIÓN MIDESO, CARGADO EN BIP 12-03-19 // REVISIÓN SUBSANACIÓN OBSERVACIONES ANALISTA 4-1-19 / INADMISIBLE COMITÉ N°9 GORE ÑUBLE DEL 19-12-18 / EXISTENTE FI DE FECHA 03-10-18 BIO BIO",ANÁLISIS.csv,2025-12-23T05:39:39.821194
40002127-2019,NO VIGENTE,2019,2019,40002127,1,"HABILITACION CENTRO CIRUGÃ¿ÂAS MANOS, HOSPITAL SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,,31,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,"$375,694","$375,694",,"M$375,694",REEMPL,,,,"// REEMPLAZADO POR ORD. 43 DEL 22-01-19 BIP 40010620  CIRCULAR 33 / SEGÚN ORD. 3C/N°0014 DEL 09-01-19 SSÑ INGRESA CON NUEVO BIP 40010620 PERO SEGÚN ORD. 11 DEL 08-01-19 DE MIDESO, DEBE INGRESAR CON BIP ANTIGUO / EN REVISIÓN ANALISTA",ANÁLISIS.csv,2025-12-23T05:39:39.821561
40002135-2019,NO VIGENTE,2019,2019,40002135,0,"ADQUISICION PUESTO DE MANDO MOVIL CUERPO DE BOMBEROS, QUILLÓN",PROYECTO,DIGUILLIN,QUILLÓN,EJECUCIÓN,C-33,,29,3,,MUNICIP. QUILLÓN,MUNICIPIO,,,"$102,935","$102,935",,"M$102,935",REVISAR,,,,"// E1005/2019 DERIVADO ANALISTA PARA REVISIÓN, REEMPLAZA A PROYECTO 40008720",ANÁLISIS.csv,2025-12-23T05:39:39.821639
40002141-2019,NO VIGENTE,2019,2019,40002141,0,CONSTRUCCION CASA DEL ADULTO MAYOR DE PEMUCO,PROYECTO,DIGUILLIN,PEMUCO,DISEÑO,MIDESO,,31,2,,MUNICIP. PEMUCO,MUNICIPIO,,,"$23,598","$23,598",,"M$23,598",NO RECOMEN,,INADMISIBLE,09-10-2018,"// DEBE ACTUALIZAR PERFIL, COSTOS, SUBIR ARCHIVOS A CARPETAS, FALTAN ANTECEDENTES",ANÁLISIS.csv,2025-12-23T05:39:39.821690
40002142-2019,NO VIGENTE,2019,2019,40002142,0,"NORMALIZACION EXTENSIÓN RED ELÉCTRICA VARIOS SECTORES, COMUNA DE SAN NICOLÁS",PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,MIDESO,,31,2,,MUNICIP. SAN NICOLÁS,MUNICIPIO,,,"$97,450","$97,450",,"M$97,450",REVISAR,,,,// E2774/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN DE ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.821736
40002148-2019,NO VIGENTE,2019,2019,40002148,0,"TRANSFERENCIA FORTALECIMIENTO MIPE VALLE ITATA, ZONA DE REZAGO, REGIÓN DEL BIOBÍO.",PROGRAMA,ITATA,ITATA,EJECUCIÓN,GLOSA 5.1,,33,3,,SERCOTEC,SECTORIAL / OTRO,,,"$750,000","$750,000",,"M$750,000",RATIF CORE,,RS,,// POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,ANÁLISIS.csv,2025-12-23T05:39:39.821930
40002161-2019,NO VIGENTE,2019,2019,40002161,0,CONSTRUCCION SANEAMIENTO SANITARIO LOCALIDAD DE GENERAL CRUZ PEMUCO,PROYECTO,DIGUILLIN,PEMUCO,EJECUCIÓN,MIDESO,,31,,,MUNICIP. PEMUCO,MUNICIPIO,,,"$4,655,570","$2,351,884",,"M$1,869,549",REV MDS,,OT,10-09-2019,"// ENVIADO A REVISIÓN MIDESO POR ORD. 197 DEL 13-05-19 E2387/2019, CARGADO EN BIP MISMO DIA // PARA FIRMA OFICIO ENVÍO A MIDESO 13-05-19 // E1826/2019 ASIGNADO ANALISTA PARA REVISIÓN",ANÁLISIS.csv,2025-12-23T05:39:39.821979
40002175-2019,NO VIGENTE,2019,2019,40002175,0,"REPOSICION POSTA SALUD RURAL RANGUELMO, COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,DISEÑO,MIDESO,,31,,,MUNICIP. COELEMU,MUNICIPIO,,,"$17,450","$17,450",,"M$8,725",REV MDS,,FI,10-06-2019,"// ENVIADO A MIDESO POR ORD. 212 DEL 15-05-19 E2470/2019, CARGADO EN BIP 17-05-19 // OFICIO DE ENVÍO A MIDESO PARA FIRMA 14-05-19 // POR ORD. 356 DEL 29-04-19 FORMULADOR RESPOSTULA LA INICIATIVA E2166/2019, DERIVADO ANALISTA PARA REVISIÓN // INADMISIBLE ORD.",ANÁLISIS.csv,2025-12-23T05:39:39.822509
40002204-2019,NO VIGENTE,2019,2019,40002204,0,REPOSICION RETROEXCAVADORA MUNICIPAL COMUNA DE PINTO,PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,C-33,,29,5,2,MUNICIP. PINTO,MUNICIPIO,,,"$67,307","$67,307",,"M$67,307",APRO CORE,,RS,04-07-2019,// APROBADO CORE SEGÚN CERTIFICADO 158 DEL 30-07-19 E3969/2019 // POR ORD. 299 DEL 04-07-19 E3416/2019 SE ENVIA INICIATIVA A CORE ÑUBLE // OFICIO DE ENVIO A CORE PARA FIRMA JEFE DIPLADE 04-07-19 // RS DEL 04-07-19 INFORMADO POR CORREO MISMO DIA // SE ENVIA C,ANÁLISIS.csv,2025-12-23T05:39:39.822598
40002249-2019,NO VIGENTE,2019,2019,40002249,0,REPOSICION CUARTEL DE BOMBEROS 1ª Y 2ª COMPAÑIAS DE QUILLÓN,PROYECTO,DIGUILLIN,QUILLÓN,DISEÑO,MIDESO,,31,,,MUNICIP. QUILLÓN,MUNICIPIO,,,"$20,212","$20,212",,"M$20,212",REEMPL,,,,"// POR ORD. 219/40/2019 DEL 15-05-19 E2504/2019 FORMULADOR SOLICITA DESESTIMAR POSTULACIÓN DE PROYECTO, DERIVADO ANALITA PARA CONOCIMIENTO 20-05-19 // E851/2019 DERIVADO ANALISTA PARA REVISIÓN, REEMPLAZA A BIP 40008718",ANÁLISIS.csv,2025-12-23T05:39:39.822889
40002264-2020,NO VIGENTE,2020,2020,40002264,0,"CONSERVACIÓN CAMINO BÁSICO A CALETA RINCONADA, COMUNA DE COBQUECURA",PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,C-33,,31,2,0,MUNICIP. COBQUECURA,MUNICIPIO,,,"$122,195","$122,195",,"M$122,195",NO RECOMEN,,INADMISIBLE,31-07-2020,// INADMISIBLE DADO QUE ES CAMINO DE TIERRA Y NO CUMPLE CON INSTRUCTIVO // INFORMA INADMISIBILIDAD CON OFICIO 670 DEL 06-08-20 // INADMISIBLE SEGÚN RATE DEL 31-07-20 //DERIVADO A ANALISTA MATHIAS PEZO PARA REVISIÓN 27-07-2020,ANÁLISIS.csv,2025-12-23T05:39:39.822947
40002275-2020,NO VIGENTE,2020,2020,40002275,0,"CONSERVACION CAMINO VECINAL LAS RAICES, CHILLAN VIEJO",PROYECTO,DIGUILLIN,CHILLAN VIEJO,EJECUCIÓN,C-33,,31,2,,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,,,"$206,092","$206,092",,"M$206,092",REV SUB OBSE,,INADMISIBLE,26-06-2020,"// INADMISIBLE DADO QUE ES CAMINO DE TIERRA Y NO CUMPLE CON INSTRUCTIVO // E9259/2020 POSTULADO C-33, PENDIENTE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA",ANÁLISIS.csv,2025-12-23T05:39:39.822995
40002312-2020,NO VIGENTE,2019,2020,40002312,0,"ADQUISICION DE VEHÍCULO PARA TRASLADO DE MINUSVALIDOS, COMUNA YUNGAY",PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,C-33,,29,3,,MUNICIP. YUNGAY,MUNICIPIO,,,"$63,067","$63,067",,"M$63,067",FIRMA INTEND,,RS,09-08-2019,// POR CORREO DE ANALISTA DE FECHA 30-08-19 SE INFORMA QUE SE DA PRIORIDAD A INICIATIVA DE REPOSICIÓN DE CAMIONES TOLVA PARA YUNGAY // OFICIO ENVÍO A CORE PARA VISACIÓN JEFE DIPLADE 09-08-19 // RS DEL 09-08-19 INFORMADO POR CORREO MISMO DIA // POR ORD. 706 D,ANÁLISIS.csv,2025-12-23T05:39:39.823045
40002330-2019,NO VIGENTE,2019,2019,40002330,0,"CONSTRUCCION AMPLIACIÓN PLANTA DE TRATAMIENTO AS CAMPANARIO, COMUNA DE YUNGAY",PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,MIDESO,,31,,,MUNICIP. YUNGAY,MUNICIPIO,,,"$309,205","$309,205",,"M$110,000",REV MDS,,FI,02-10-2019,"// ENVIADO A MIDESO POR ORD. 384 DEL 09-09-19 E4688/2019, CARGADO EN BIP MISMO DIA // OFICIO DE ENVÍO A MIDESO PARA FIRMA JEFE DIPLADE 09-09-19 // POR ORD. 782 DEL 02-09-19 E4536/2019 FORMULADOR INFORMA SUBSANACION DE OBSERVACIONES, DERIVADO ANALISTA PARA RE",ANÁLISIS.csv,2025-12-23T05:39:39.823134
40002331-2019,NO VIGENTE,2019,2019,40002331,0,ACTUALIZACION PLAN REGULADOR DE LA COMUNA DE YUNGAY,ESTUDIO,DIGUILLIN,YUNGAY,EJECUCIÓN,MIDESO,,31,1,,MUNICIP. YUNGAY,MUNICIPIO,,,"$184,747","$184,747",,"M$36,950",FIRMA INTEND,,RS,23-10-2019,"// NO PRIORIZA INTENDENTE 16-12-2019//MEMO N° 62 CON FECHA 03-12-2019 ENVIADO PARA FIRMA DE INTENDENTE E6194/2019//23-10-19 SE ENVÍA CORREO A JEFATURAS INFORMANDO DE RS PARA DETERMINAR PRIORIZACIÓN // ENVIADO A MIDESO POR ORD. 261 DEL 07-06-19 E2913/2019, CA",ANÁLISIS.csv,2025-12-23T05:39:39.823538
40002332-2019,NO VIGENTE,2019,2019,40002332,0,REPOSICION PAVIMENTOS CALLE ARTURO PRAT DE LA CIUDAD DE YUNGAY,PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,MIDESO,,31,,,MUNICIP. YUNGAY,MUNICIPIO,,,"$549,492","$549,492",,"M$110,960",REV MDS,,FI,26-12-2019,"// REPOSTULACION AMIDESO PROCESO 2020 ORD.15 DEL 13-01-2020 E/7138/2020//FI DEL 26-12-2019 MIDESO ÑUBLE//ADMISIBLE DEL 13-12-19 MIDESO//ENVIADO A REVISIÓN MIDESO POR ORD. 452 DEL 05-12-19 E6355/2019, CARGADO EN BIP 09-12-19// ENTREGADO EN OFICINA DE PARTES ORD 452 CON FECHA 05-12-2019 08:40 HRS//04-12-2019 ASIGNADO A ANALISTA",ANÁLISIS.csv,2025-12-23T05:39:39.823959
40002333-2019,NO VIGENTE,2019,2019,40002333,0,"NORMALIZACION CANCHA DE FÚTBOL CLUB DEPORTIVO GRADO VOCACIONAL, YUNGAY",PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,MIDESO,,31,,,MUNICIP. YUNGAY,MUNICIPIO,,,"$211,355","$211,355",,"M$84,542",REVISAR,,,,// E2215/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.824040
40002631-2020,NO VIGENTE,2019,2020,40002631,0,"CONSTRUCCION ESPACIO RECREATIVO VILLA ANDES, COMUNA DE COIHUECO",PROYECTO,PUNILLA,COIHUECO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. COIHUECO,MUNICIPIO,,,"$43,665","$43,665",,"M$43,665",CORE ÑUBLE,,RS,11-06-2019,"// POR ORD. 454 DEL 05-12-19 E6326/2019 SE ENVÍA A CORE PARA APROBACIÓN// POR MEMO 60 DEL 29-11-19 E6181/2019 OFICIO DE ENVÍO A CORE ES ENVIADO A FIRMA DE INTENDENTE //RS DE BIO BIO LLEGA POR CORREO 12-06-19, PRIORIZANDO PARA ENVÍO A CORE 18-06-19 // INICIAT",ANÁLISIS.csv,2025-12-23T05:39:39.824184
40002635-2020,NO VIGENTE,2019,2020,40002635,0,"CONSTRUCCION SEDE SOCIAL TRES ESQUINAS DE CATO, COMUNA DE COIHUECO",PROYECTO,PUNILLA,COIHUECO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. COIHUECO,MUNICIPIO,,,"$60,000","$60,000",,"M$60,000",APRO CORE,,RS,15-01-2019,"// APROBADO CORE ÑUBLE SEGÚN CERTIFICADO 39 DE FECHA 06-02-19 / ENVIADO A CORE ORD. 47 DEL 18-01-19 / RS GORE ÑUBLE 15-01-19 / INICIATIVA SE INFORMA EN OFICIO CUENTA CON RS DE BIO BIO, EN VALIDACIÓN ANALISTA ÑUBLE",ANÁLISIS.csv,2025-12-23T05:39:39.824273
40002729-2019,NO VIGENTE,2019,2019,40002729,0,ACTUALIZACION PLADETUR COMUNA DE COBQUECURA,ESTUDIO,ITATA,COBQUECURA,EJECUCIÓN,MIDESO,,31,1,,MUNICIP. COBQUECURA,MUNICIPIO,,,"$33,473","$33,473",,"M$33,473",REV MDS,,FI,16-04-2019,"// POR CORREO DEL 20-01-20 FORMULADOR INFORMA QUE DESISTE DE LA INICIATIVA PARA PROCESO 2020 // ADMISIBLE MIDESO 03-04-19 // ENVIADO A MIDESO POR ORD. 122 DEL 25-03-19 E1490/2019, CARGADO EN BIP 27-03-19 // 20-03-19 SE ENVÍA CORREO SOLICITANDO INFORMACIÓN // E1304/2019 DERIVADO ANALISTA PARA REVISIÓN",ANÁLISIS.csv,2025-12-23T05:39:39.824324
40002737-2021,NO VIGENTE,2019,2021,40002737,0,ACTUALIZACION ESTUDIO ELABORACIÓN PLADETUR COMUNA DE PINTO,ESTUDIO,DIGUILLIN,PINTO,EJECUCIÓN,MIDESO,,31,1,,MUNICIP. PINTO,MUNICIPIO,,,"$48,000","$48,000",,"M$48,000",APRO CORE,,FI,05-08-2019,"// ENVIADO A MIDESO POR ORD. 218 DEL 27-05-19 E2604/2019, CARGADO EN BIP MISMO DIA // OFICIO PARA FIRMA ENVÍO A MIDESO 20-05-19 // PRIORIZADO Y ASIGNADO ANALISTA PARA REVISIÓN 15-05-19 // E2180/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA",ANÁLISIS.csv,2025-12-23T05:39:39.824397
40002896-2020,NO VIGENTE,2019,2020,40002896,0,CONSTRUCCION E INSTALACION SEÑALETICAS INFORMATIVAS DIVERSOS SECTORES DE SAN IGNACIO,PROYECTO,DIGUILLIN,SAN IGNACIO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. SAN IGNACIO,MUNICIPIO,,,"$21,635","$21,635",,"M$21,635",APRO CORE,,RS,08-05-2019,// APROBADO CORE POR CERTIFICADO 133 DEL 20-06-19 // ENVIADO A CORE POR ORD. 188 DEL 09-05-19 E2337/2019 // EN FIRMA OFICIO PARA ENVÍO A CORE 08-05-19 // RS DEL 08-05-19 INFORMADO POR CORREO MISMO DIA // DERIVADO ANALISTA PARA REVISIÓN DE ANTECEDENTES Y RATI,ANÁLISIS.csv,2025-12-23T05:39:39.826700
40002898-2019,NO VIGENTE,2019,2019,40002898,0,"CONSTRUCCION PLAZOLETA RECREATIVA VILLA BELEN SECTOR CANTARRANA, COMUNA DE SAN IGNACIO",PROYECTO,DIGUILLIN,SAN IGNACIO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. SAN IGNACIO,MUNICIPIO,,,"$48,464","$48,464",,"M$48,464",REVISAR,,ADMISIBLE,26-04-2019,// E1617/2019 ASIGNADO ANALISTA PARA REVISIÓN,ANÁLISIS.csv,2025-12-23T05:39:39.826990
40002899-2019,NO VIGENTE,2019,2019,40002899,0,"REPOSICION MULTICANCHA SAN MIGUEL, COMUNA DE SAN IGNACIO",PROYECTO,DIGUILLIN,SAN IGNACIO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. SAN IGNACIO,MUNICIPIO,,,"$69,583","$69,583",,"M$69,583",APRO CORE,,RS,10-01-2019,"// APROBADO CORE E1287/2019 // ENVIADO A CORE POR ORD. 86 DE FECHA 21-02-19 // NO PRIORIOZADO, POR CUANTO NO SE FIRMA OFICIO PARA CORE, INFORMADO POR CORREO ELECTRÓNICO 23-01-19 / RS RATIFICADO 10-01-19DERIVADO ANALISTA PARA REVISIÓN DE ANTECEDENTES Y RATIFI",ANÁLISIS.csv,2025-12-23T05:39:39.827045
40003008-2019,NO VIGENTE,2019,2019,40003008,0,CONSTRUCCION TERMINACION SISTEMA ALCANTARILLADO Y PTAS COMUNA SAN FABIÁN,PROYECTO,PUNILLA,SAN FABIAN,EJECUCIÓN,MIDESO,,31,,,MUNICIP. SAN FABIÁN,MUNICIPIO,,,"$2,413,453","$2,413,453",,"M$204,366",REV MDS,,INADMISIBLE,08-02-2019,"// INADMISIBLE MIDESO ÑUBLE 08-02-19 / ENVIADO A MIDESO POR ORD. 61 DEL 30-01-19, CARGADO EN BIP 31-01-19 / POR ORD. 34 DEL 18-01-19 INGRESA PROYECTO CON CODIGO DE BIO BIO POR INSTRUCCIONES DE MIDESO, REEMPLAZA A BIP 40010405",ANÁLISIS.csv,2025-12-23T05:39:39.827099
40003161-2019,NO VIGENTE,2019,2019,40003161,0,CONSTRUCCION CUBIERTA Y REPOSICIÓN LOSA MULTICANCHA ESCUELA G-136 MANUEL CASTILLO VELASCO,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. SAN CARLOS,MUNICIPIO,,,"$69,997","$69,997",,"M$69,997",RATIF CORE,,RS,,"// POR ORD. 84 DEL 04-03-19 E1132 SE INFORMA INADMISIBILIDAD DE INICIATIVA, YA CUENTA CON APROBACIÓN CORE // E1001/2019 DERIVADO ANALISTA PARA REVISIÓN Y VERIFICACIÓN SI YA TIENE APROBACIÓN CORE BIO BIO",ANÁLISIS.csv,2025-12-23T05:39:39.827152
40003239-2020,NO VIGENTE,2019,2020,40003239,0,INSTALACION LUMINARIAS EN DIVERSOS SECTORES DE LA COMUNA DE ÑIQUEN,PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. ÑIQUÉN,MUNICIPIO,,,"$34,477","$34,477",,"M$34,477",APRO CORE,,RS,29-05-2019,// APROBADO CORE POR CERTIFICADO 132 DE FECHA 20-06-19 // ENVIADO A CORE POR ORD. 228 DEL 29-05-19 E2717/2019 // OFICIO DE ENVÍO A CORE EN TRAMITE DE FIRMA JEFE DIPLADE 29-05-19 // RS DEL 29-05-19 INFORMADO POR CORREO MISMO DIA // E2633/2019 ASIGNADO ANALIST,ANÁLISIS.csv,2025-12-23T05:39:39.827206
40003241-2019,NO VIGENTE,2019,2019,40003241,0,"MEJORAMIENTO CONST. MURO DE CONTENCIÓN Y AMPLIACION PATIO JARDÍN INFANTIL DOÑA ROSA,CHILLAN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,"$44,395","$44,395",,"M$44,395",REEMPL,,RS,11-06-2019,"// CERTIFICADO RS DE BIO BIO LLEGA POR CORREO EL 12-06-19, PRIORIZANDO PARA ENVÍO A CORE 18-06-19 // MUNICIPIO RESPONDE POR CORREO QUE ESPERARÁ CERTIFICADO RS DE BIO BIO, ESTO YA QUE HABÍA SIDO PRESENTADO COMO NUEVO // FI DEL 25-02-19 INFORMADO POR CORREO MI",ANÁLISIS.csv,2025-12-23T05:39:39.827473
40003256-2019,NO VIGENTE,2019,2019,40003256,0,"CONSTRUCCION DE ÁREA VERDE EN POBLACIÓN SANTA ROSA, CHILLÁN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,"$60,000","$60,000",,"M$60,000",APRO CORE,,RS,06-05-2019,// APROBADO CORE POR CERTIFICADO 119 DEL 03-06-19 E2945/2019 // APROBADO COMISIÓN CORE ÑUBLE 15-05-19 // ENVIADO A CORE POR ORD. 186 DEL 08-05-19 E2316/2019 // PARA FIRMA OFICIO ENVÍA A CORE 07-05-19 // POR ORD. 100/1155/2019 DEL 07-05-19 E2302/2019 FORMULAD,ANÁLISIS.csv,2025-12-23T05:39:39.827726
40003295-2019,NO VIGENTE,2019,2019,40003295,0,AMPLIACIÓN Y MEJORAMIENTO SISTEMA APR LOCALIDAD DE TRES ESQUINAS SAN CARLOS,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,,31,,,MUNICIP. SAN CARLOS,MUNICIPIO,,,"$465,797","$465,797",,"M$260,000",REV MDS,,FI,12-09-2019,// FI DEL 05-12-18 MIDESO ÑUBLE,ANÁLISIS.csv,2025-12-23T05:39:39.827802
