DATOS DE REGISTRO DE INICIATIVA EN CARTERA DE PROYECTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,EVALUACIÓN DE ADMISIBILIDAD,,,,,,,,,,PRIORIZACIÓN PARA REVISIÓN,,REVISIÓN INICIATIVA MIDESO,,,,,,,REVISIÓN INICIATIVAS GORE,,,,,,,,,,PRIORIZACIÓN PRESUPUESTARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codigo Unico,,Año,Año pptario,Cod Idi,Dv,Nombre Proyecto,Tipo,Provincia,Comuna,Etapa,Tipologia,Categoría GORE,Subt,Item,Asig,Prov Subdere,Formulador,Beneficiario,Sector,Subsector,Mto Proyecto,Mto Sectorial,Mto Fndr,Gsto Vigente,Gsto Sgtes Años,Estado Actual,Fecha Recp Gore,Fecha Ingre PreInv,Fecha Asig Analista,ANALISTA,ADMISIBLE O INADMISIBLE,Fecha 1° ADM / INAD,Documento o Fecha informa a UT ADM / INAD,Fecha Subsana Observaciones INAD,Fecha 2° ADM / INAD,2° Documento o Fecha informa a UT ADM / INAD,Fecha Priorización  para Revisión (Gobernador),Lugar de Priorización para Revisión,Mideso (SI / NO),N° Ordinario,Fecha Ordinario,N° Ord y Fcha Envi a Mds,RATE Mideso,Fecha RATE Mideso,Comunica RATE Mideso a U.T,Fecha Asig Analista REVISIÓN,Primer Rate,Fecha Primer Rate,Fecha Informa a UT 1° RATE,Fecha Subsanación Primer RATE,Segundo Rate,Fecha Segundo Rate,Fecha Informa a UT 2° RATE,N° Certificado RS,Fecha Certificado RS,Fecha Priorización  Presupuestaria (Gobernador),Lugar de Priorización para Revisión,N° Ord y Fcha Post,N° Of/Mail_Fcha Inf Form,N° Ord al Core,Fech Ord Envio a Core,N° Cert Core o Resolucion Ex,Fech Cert Aprob Core o Res. Exta.,RES. CREA ASIGNACIÓN,SUBT.,SUBT. - ITEM,SUBT. - ITEM - ASIG.,MONTO TOTAL PROYECTO,MONTO SECTORIAL,MONTO FNDR POSTULADO,MONTO ADJUDICADO,AUMENTOS,ESTADO,FECHA DE  CONVENIO,N° RES. APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA,RUT,FECHA ACTA ENTREGA TERRENO,AUMENTO DE PLAZO,PROF. PRESUP RESPONSABLE,PROF. INVERSIONES RESPONSABLE,EJEC. 2019,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,PROGRAMADO 2021,ARRASTRE 2022,PORCENTAJE AVANCE,PROGRAMADO ENE - JUN,PROGRAMADO JUL - DIC,ETAPA DEL CICLO,AREA DEL PROYECTO,DIAS PARA ULTIMO RATE (ANALISTA),DIAS PARA ULTIMO RATE (INGRESO GORE),DIAS DESDE FI - OT - ADMISIBLE,CONDICIÓN INICIATIVA,DIAS DESDE CORE A CONVENIO,EJECUCIÓN 2021,,,% EJEC. PROG. 02 - 2021
40010968-2020,,2020,2020,40010968,0,"MEJORAMIENTO MEJORAMIENTO POSTAS RURALES TORRECILLAS Y MONTE BLANCO, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,SALUD,BAJA COMPLEJIDAD,"$48,740",$0,"$48,740","M$48,740",M$0,REV SUB OBSE,06-05-2020,#REF!,06-05-2020,MARIA JOSE GUTIERREZ,,#REF!,,,,,,,,,,,,,,,,FI,,20-07-2020,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40010968-2021,,2021,2021,40010968,0,"MEJORAMIENTO Y AMPLIACIÓN POSTA DE SALUD RUTAL DE MONTEBLANCO, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,Infraestructura Pública,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,SALUD,BAJA COMPLEJIDAD,"$52,560",$0,"$54,751","M$52,560",M$0,,30-07-2021,#REF!,06-08-2021,ROLANDO GASSET,,#REF!,,,,,,,,,,,,,,,,RS,,15-12-2021,,,,107,15-12-2021,,,,#REF!,,,,,,PUNILLA,SAN CARLOS,40010968,03,125,"MEJORAMIENTO Y AMPLIACION POSTA DE SALUD RURAL DE MONTE BLANCO, SAN CARLOS","$54,751",$0,107,,9. TERMINADO,1,CJG 22.8.23 EN RECEPCION PROVISORIA A LA ESPERA DE PERMISO DE EDIFICACION // CJG 9.5.23 ULTIMA VISITA 27.4.23 // CJG 24.3.23 ULTIMA VISITA 22.3.23 // CJG 17.3.23 ULTIMA VISITA 7.3.23 // CJG 27.12.22 DESIERTA // CJG 12.9.22 ADJUDICA 17 OCT. // CJG 18.8 SE REALIZO REUNION DE PRELICITACION 8 DE JULIO  DECRETO EN TRAMITE PARA PUBLICAR LICITACION,44629,124,14-03-2022,4024-24-LE22 / 4024-36-LE22,CONSTRUCTORA RUSSLAY E. M. JARA HERNÁNDEZ E.I.R.L.,76.563.678-7,"$44,970",$90,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,0.00%,$90,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40010968-2021,,2022,2021,40010968,0,"MEJORAMIENTO Y AMPLIACION POSTA DE SALUD RURAL DE MONTE BLANCO, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,SALUD,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,SALUD,SALUD BAJA COMPLEJIDAD,"M$54,751",M$0,"M$54,751","M$54,751",M$0,APROBADO TÉCNICAMENTE,10-05-2022,#REF!,20-05-2022,Rolando Gasset,,#REF!,,,,,,,,,,,,,,,,RS,,15-12-2021,,,,107,15-12-2021,,,549,#REF!,,,509,22.07.2022,,PUNILLA,SAN CARLOS,40010968,03,125,"MEJORAMIENTO Y AMPLIACION POSTA DE SALUD RURAL DE MONTE BLANCO, SAN CARLOS","$54,751",$0,107,,9. TERMINADO,1,CJG 22.8.23 EN RECEPCION PROVISORIA A LA ESPERA DE PERMISO DE EDIFICACION // CJG 9.5.23 ULTIMA VISITA 27.4.23 // CJG 24.3.23 ULTIMA VISITA 22.3.23 // CJG 17.3.23 ULTIMA VISITA 7.3.23 // CJG 27.12.22 DESIERTA // CJG 12.9.22 ADJUDICA 17 OCT. // CJG 18.8 SE REALIZO REUNION DE PRELICITACION 8 DE JULIO  DECRETO EN TRAMITE PARA PUBLICAR LICITACION,44629,124,14-03-2022,4024-24-LE22 / 4024-36-LE22,CONSTRUCTORA RUSSLAY E. M. JARA HERNÁNDEZ E.I.R.L.,76.563.678-7,"$44,970",$90,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,0.00%,$90,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40010972-2019,,2019,2019,40010972,0,MEJORAMIENTO DE MULTICANCHAS EN DIVERSOS SECTORES DE LA COMUNA DE SAN CARLOS.,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,DEPORTES,DEPORTE RECREATIVO,"$60,000",$0,"$60,000","M$60,000",M$0,REVISAR,15-03-2019,#REF!,20-03-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,ADMISIBLE,,26-04-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40010972-2020,,2020,2020,40010972,0,MEJORAMIENTO DE MULTICANCHAS EN DIVERSOS SECTORES DE LA COMUNA DE SAN CARLOS.,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,DEPORTES,DEPORTE RECREATIVO,"$60,000",$0,"$60,000","M$60,000",M$0,APROB INTEND < 7000,06-05-2020,#REF!,06-05-2020,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,11-11-2020,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40010972-2021,,2022,2021,40010972,0,MEJORAMIENTO DE MULTICANCHAS EN DIVERSOS SECTORES DE LA COMUNA DE SAN CARLOS.,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,DEPORTE,DEPORTE RECREATIVO,"M$141,647",M$0,"M$141,647","M$141,647",M$0,APROBADO TÉCNICAMENTE,31-05-2022,#REF!,,Jorge Oñate,,#REF!,,,,,,,,,,,,,,,,RS,,22.09.2022,,,,225,21.09.2022,,,611,#REF!,,,,,,PUNILLA,SAN CARLOS,40010972,03,125,MEJORAMIENTO DE MULTICANCHAS EN DIVERSOS SECTORES DE LA COMUNA DE SAN CARLOS,"$59,706",$0,RES. 83,,10. REEVALUACIÓN,,"CJG 13.9.22 EN REEVALUACION POSTULANDO AL MAXIMO POSIBLE Y CON APORTE DE EL MUNICIPIO, A PUNTO DE CONTAR CON RS  // CJG. 10.08 DESIERTA // PSP 12.05.2021 CONVENIO FIRMADO Y REUNIÓN PRELICITACION REALIZADA // PSP 15-06-2021 LICITACIÓN CIERRA EL 06-07-2021",44285,178,44287,4024-8-LP21,,,,,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40010975-2019,,2019,2019,40010975,0,"CONSTRUCCION CUBIERTA MULTICANCHA ESCUELA EL CARBÓN, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,"EDUCACION, CULTURA Y PATRIMONIO",EDUCACIÓN BÁSICA Y MEDIA,"$60,000",$0,"$60,000","M$60,000",M$0,REVISAR,15-03-2019,#REF!,20-03-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,ADMISIBLE,,26-04-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40010988-2020,,2019,2020,40010988,0,ADQUISICION VEHÍCULOS POLICIALES PARA LA XVI ZONA DE CARABINEROS ÑUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,,29,,,#REF!,CARABINEROS,CARABINEROS,VEHICULOS,SALUD PÚBLICA,"$575,709",$0,"$575,709","M$575,709",M$0,,16-09-2019,#REF!,16-09-2019,ELIAS JARA,,#REF!,,,,,,,,,,,,,,,,RS,,09-03-2020,,,,,,,,,#REF!,160,09-03-2020,87,13-04-2020,,REGIONAL,REGIONAL,40010988,03,,ADQUISICION VEHÍCULOS POLICIALES PARA LA XVI ZONA DE CARABINEROS ÑUBLE,"$575,709",$0,87,,5. EN LICITACIÓN,,"CJG 18.11.24 Fecha de Adjudicación: 29-11-2024 // }CJG 17.7.24 CGR TOMA RAZON DE RESOLUCION QUE APRUEBA CONVENIO MANDATO // CJG 12.6.24 JURIDICA GORE APRUEBA RES APRUEBA CONVENIO // CJG 18.3.24 JURIDICA GORE REVISA PARA ENVIAR A FIRMA A CARABINEROS // CJG 23.1.24 AUN EN FIRMA DE CONVENIO MANDATO POR CARABINEROS, PROXIMA REUNION 15 DE FEBRERO // CJG 30.10.23 SE ENVIA A UT CONVENIO MANDATO CON FECHA 18.10.23  // CJG 10.1.23 Convenio enviado a carabineros en octubre 2022 y aun no devuelven firmado, al parecer pedirán reevaluación.  // CJG 24.8.22 HOY OBTIENE RS // CJG 29.07.21 SE REPRIORIZA INICIATIVA",,,,5140-97-LR24,,,,,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011026-2019,,2019,2019,40011026,0,ADQUISICION CLÍNICA MÓVIL CESFAM SAN NICOLÁS,PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,C-33,,29,3,,#REF!,MUNICIP. SAN NICOLÁS,SAN NICOLAS,VEHICULOS,SALUD,"$79,671",$0,"$79,671","M$79,671",M$0,REVISAR,23-01-2019,#REF!,30-01-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011026-2020,,2020,2020,40011026,0,ADQUISICIÓN CLÍNICA MÓVIL CESFAM SAN NICOLÁS,PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,C-33,,29,2,0,#REF!,MUNICIP. SAN NICOLÁS,SAN NICOLAS,VEHICULOS,SALUD,"$119,654",$0,"$119,654","M$119,654",M$0,REVISAR,24-07-2020,#REF!,,MATHIAS PEZO,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,0,,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011045-2019,,2019,2019,40011045,0,"MEJORAMIENTO REVESTIMIENTO DE FONDO CANAL LURÍN, SECTOR ALAMEDA, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,HIDRICOS,RIEGO,"$56,850",$0,"$56,850","M$56,850",M$0,REV SUB OBSE,15-03-2019,#REF!,03-05-2019,MATHIAS PEZO,,#REF!,,,,,,,,,,,,,,,,OT,,17-05-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011045-2020,,2020,2020,40011045,0,"MEJORAMIENTO REVESTIMIENTO DE FONDO CANAL LURÍN, SECTOR ALAMEDA, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,HIDRICOS,RIEGO,"$60,000",$0,"$60,000","M$60,000",M$0,NO RECOMEN,06-05-2020,#REF!,06-05-2020,MATHIAS PEZO,,#REF!,,,,,,,,,,,,,,,,INADMISIBLE,,04-06-2020,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011048-2019,,2019,2019,40011048,0,"CONSTRUCCION DE MULTICANCHAS VILLAS PORTAL DEL SUR Y VIRGEN DEL CAMINO, SAN CARLOS.",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,DEPORTES,DEPORTE RECREATIVO,"$60,000",$0,"$60,000","M$60,000",M$0,REVISAR,15-03-2019,#REF!,20-03-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,ADMISIBLE,,26-04-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011048-2020,,2020,2020,40011048,0,"CONSTRUCCION DE MULTICANCHAS VILLAS PORTAL DEL SUR Y VIRGEN DEL CAMINO, SAN CARLOS.",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,DEPORTES,DEPORTE RECREATIVO,"$60,000",$0,"$60,000","M$60,000",M$0,REV SUB OBSE,06-05-2020,#REF!,06-05-2020,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,FI,,22-12-2020,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011048-2021,,2021,2021,40011048,0,"CONSTRUCCIÓN MULTICANCHA VILLA VIRGEN DEL CAMINO, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,Multicancha/Recinto Deportivo,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,DEPORTE,DEPORTE RECREATIVO,"$45,000",$0,"$45,000","M$45,000",M$0,,30-07-2021,#REF!,09-08-2021,MATHIAS PEZO,,#REF!,,,,,,,,,,,,,,,,ADMISIBLE,,17-08-2021,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011048-2022,,2022,2022,40011048,0,"CONSTRUCCION MULTICANCHA VILLA VIRGEN DEL CAMINO, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,DEPORTE,DEPORTE RECREATIVO,"M$65,082",M$0,"M$65,082","M$65,802",M$0,CONVENIO APROBADO,05-05-2022,#REF!,27-04-2022,Rolando Gasset,,#REF!,,,,,,,,,,,,,,,,RS,,06-05-2022,,,,154,06-05-2022,,,0573,#REF!,,,,,,PUNILLA,SAN CARLOS,40011048,03,125,"CONSTRUCCIÓN MULTICANCHA VILLA VIRGEN DEL CAMINO, SAN CARLOS","$65,082",$0,509,,9. TERMINADO,1,CJG 22.8.23 DEBERIA ENTREGAR TERRENO ESTA SEMANA EN CURSO // CJG 27.9.22 SE SOLICITA REUNION DE PRELICITACION A UT // CJG 2.9.22 SE DEBE FIRMAR CONVENIOO PROXIMA SEMANA // CJG 18.8.22 EN CREACCION DE CONVENIO POR PPTO,44811,774,44826,4024-11-LP23,Constructora RusslayE.M. Jara HernandezE.I.R.L,76.563.678-7,"$45,170",$70,,Maryorie Quintero Vejar,Javier Brito Aguayo,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,0.00%,$70,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011051-2019,,2019,2019,40011051,0,"MEJORAMIENTO DE PLAZA VILLA VISIÓN MUNDIAL, SAN CARLOS.",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,INFRAESTRUCTURA PUBLICA,PARQUES,"$30,000",$0,"$30,000","M$30,000",M$0,REVISAR,15-03-2019,#REF!,20-03-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,ADMISIBLE,,26-04-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011051-2021,,2021,2021,40011051,0,"MEJORAMIENTO DE PLAZA VILLA VISIÓN MUNDIAL, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,Plazas/Parques,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,RECURSOS NATURALES Y MEDIO AMBIENTE,PLAZAS,"$28,845",$0,"$28,845","M$28,845",M$0,,30-07-2021,#REF!,09-08-2021,MARIA JOSE GUTIERREZ,,#REF!,,,,,,,,,,,,,,,,ADMISIBLE,,11-08-2021,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011051-2022,,2022,2022,40011051,0,"MEJORAMIENTO DE PLAZA VILLA VISIÓN MUNDIAL, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,PLAZAS/PARQUES,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,MULTISECTORIAL,ADMINISTRACIÓN MULTISECTORIAL,"M$46,602",M$0,"M$46,602","M$46,602",M$0,CONVENIO APROBADO,09-05-2022,#REF!,27-04-2022,Rolando Gasset,,#REF!,,,,,,,,,,,,,,,,RS,,06-05-2022,,,,153,06-05-2022,,,0574,#REF!,,,509,22.07.2022,,PUNILLA,SAN CARLOS,40011051,03,125,"MEJORAMIENTO PLAZA VILLA VISIÓN MUNDIAL, SAN CARLOS","$46,602",$0,509,,9. TERMINADO,,CJG 26.7.23 ALCALDE SOLICITO RECILIACION DE CONVENIO  INDICANDO QUE PRESENTARA UNA NUEVA INICIATIVA // CJG 27.9.22 SE SOLICITA A UT LA REUNION DE PRELICITACION // CJG 2.9.22 SE DEBE FIRMAR CONVENIOO PROXIMA SEMANA // CJG 18.8.22 EN CREACCION DE CONVENIO POR PPTO,44811,775,44826,,,,,,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011055-2019,,2019,2019,40011055,0,"CONSTRUCCION DE GRADERÍAS CLUB DEPORTIVO NAVOTAVO Y CRUZ AZUL, SAN CARLOS.",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,DEPORTES,DEPORTE COMPETITIVO,"$60,000",$0,"$60,000","M$60,000",M$0,REVISAR,15-03-2019,#REF!,20-03-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,EN REVISIÓN,,26-04-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40011055-2021,,2020,2021,40011055,0,"CONSTRUCCION DE GRADERÍAS CLUB DEPORTIVO NAVOTAVO Y CRUZ AZUL, SAN CARLOS.",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. SAN CARLOS,SAN CARLOS,DEPORTES,DEPORTE COMPETITIVO,"$60,000",$0,"$60,000","M$60,000",M$0,APROB INTEND < 7000,06-05-2020,#REF!,06-05-2020,FERNANDO AVENDAÑO,,#REF!,,,,,,,,,,,,,,,,RS,,14-07-2020,,,,,,,,,#REF!,,,,,,PUNILLA,SAN CARLOS,40011055,03,125,"CONSTRUCCIÓN DE GRADERÍAS CLUB DEPORTIVO NAVOTAVO Y CRUZ AZUL, SAN CARLOS","$60,000",$0,RES. 83,,9. TERMINADO,0.4,CJG 7.10.22 SE CONFIRMA DEL MUNICIPIO AREA JURIDICA HACIA INMOBILIARIA QUE ES PROCEDENTE REQUERIR LA BOLETA DE GARANTIA DE CORRECTA EJECUCIÓN // CJG 29.9.22 ULTIMA VISITA 26.9.22 PARA CONFIRMAR MONTOS DE CIERRE ADMINISTRATIVO // CJG 13.9.22 PROYECTO EN CIERRE ADMINISTRATIVO PARA LICITAR LOS PENDIENTE (TABLOS Y TERMINACIONES ) // CJG 2.9.22 LLEGO DECRETO DE TERMINO DE CONTRATO // CJG 21.7.22 TERMINO CONTRATO // CJG ULTIMA VISITA 09.03.22 // CJG ULTIMA VISITA 16.02.22 // CJG ULTIMA VISITA 2.2.22 / CJG ULTIMA VISITA 14.1.22 /CJG 7.12.21 COMENZO 1 DIC // CJG 10.11 SE ESTA FIRMANDO CONTRATO COMENZARIÁN OBRAS A PRINCIPIOS DE DICIEMBRE // CJG 25.08 EN REVISION PARA ADJUDICAR // PSP 12.05.2021 CONVENIO FIRMADO Y REUNIÓN PRELICITACION REALIZADA // PSP 15-06-2021 LICITACIÓN CIERRA EL 07-07-2021,44285,179,44287,4024-9-LP21,Constructora & maestranza Rojas & Rojas SPA,77.364.094-7,"$44,531",$78,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,0.00%,$78,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
