 ,CODIGO ÚNICO,AÑO PRESUPUESTARIO,UNIDAD TÉCNICA ,ORIGEN,TIPOLOGIA,PROVINCIA,COMUNA,CODIGO BIP,SUBT,ITEM,ASIG,NOMBRE INICIATIVA,MONTO TOTAL PROYECTO,MONTO SECTORIAL M$,MONTO FNDR POSTULADO M$,MONTO FNDR ADJUDICADO M$,AUMENTOS $,CERT CORE O RS,FECHA CERTIFICADO,RES. CREA ASIGNACIÓN,ESTADO,AVANCE,OBSERVACIÓN,FECHA FIRMA DE CONVENIO,N° RES. APRUEBA CONVENIO,FECHA RES- APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA ,RUT,ACTA ENTREGA TERRENO,PLAZO,AUMENTO DE PLAZO (PARALIZACIÓN),PROF. PRESUP RESPONSABLE,PROF. RESPONSABLE,DIVISIÓN VINCULADA,DIVISIÓN Y SUBTÍTULO,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,suma ene a dic,dife,EJEC. 2019,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,EJEC. 2021,ENERO PROYECTADO ,ENERO REAL,FEB PROYECTADO ,FEB REAL,MAR PROYECTADO,MAR REAL,ABR PROYECTADO,ABR REAL,MAY PROYECTADO,MAY REAL,JUN PROYECTADO,JUN REAL,JUL PROYECTADO,JUL REAL,AGO PROYECTADO,AGO REAL,SEP PROYECTADO,SEP REAL,OCT PROYECTADO,OCT REAL,NOV PROYECTADO,NOV REAL,DIC PROYECTADO,DIC REAL,GASTO  EJECUTADO 2022,ENERO PROYECTADO 23,ENERO REAL 23,FEB PROYECTADO 23,FEB REAL 23,MAR PROYECTADO 23,MAR REAL 23,ABR PROYECTADO 23,ABR REAL 23,MAY PROYECTADO 23,MAY REAL 23,JUN PROYECTADO 23,JUN REAL 23,JUL PROYECTADO 23,JUL REAL 23,AGO PROYECTADO 23,AGO REAL 23,SEP PROYECTADO 23,SEP REAL 23,OCT PROYECTADO 23,OCT REAL 23,NOV PROYECTADO 23,NOV REAL 23,DIC PROYECTADO 23,DIC REAL 23,GASTO A EJECUTAR 2023,GASTO  EJECUTADO 2023,ARRASTRE 2024,ENERO PROYECTADO 24,ENERO REAL 24,FEB PROYECTADO 24,FEB REAL 24,MAR PROYECTADO 24,MAR REAL 24,ABR PROYECTADO 24,ABR REAL 24,MAY PROYECTADO 24,MAY REAL 24,JUN PROYECTADO 24,JUN REAL 24,JUL PROYECTADO 24,JUL REAL 24,AGO PROYECTADO 24,AGO REAL 24,SEP PROYECTADO 24,SEP REAL 24,OCT PROYECTADO 24,OCT REAL 24,NOV PROYECTADO 24,NOV REAL 24,DIC PROYECTADO 24,DIC REAL 24,GASTO A EJECUTAR 2024,GASTO  EJECUTADO 2024,ARRASTRE 2025,ENERO PROYECTADO 25,ENERO REAL 25,FEB PROYECTADO 25,FEB REAL 25,MAR PROYECTADO 25,MAR REAL 25,ABR PROYECTADO 25,ABR REAL 25,MAY PROYECTADO 25,MAY REAL 25,JUN PROYECTADO 25,JUN REAL 25,JUL PROYECTADO 25,JUL REAL 25,AGO PROYECTADO 25,AGO REAL 25,SEP PROYECTADO 25,SEP REAL 25,OCT PROYECTADO 25,OCT REAL 25,NOV PROYECTADO 25,NOV REAL 25,DIC PROYECTADO 25,DIC REAL 25,GASTO A EJECUTAR 2025,GASTO  EJECUTADO 2025,ARRASTRE 2026, , , ,ppto,2021+2022+2023,2024,saldo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,40061965-2024,2024,SAN NICOLÁS,MUNICIPIO,DESARROLLO URBANO,PUNILLA,SAN NICOLÁS,40061965,33,03,125,"CONSTRUCCIÓN SISTEMA DE TELEVIGILANCIA E ILUMINACIÓN DIVERSOS SECTORES, COMUNA DE SAN NICOLÁS","$165,965",$0,"$165,965","$141,070",,,,,7. EN EJECUCIÓN,,CJG 13.11.24 SE APRUEBA POR RES CONVENIO DE TRANSFERENCIA //,,,,1493-3-LQ25,,,,,,,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$141,070",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$141,070",,,,,,,,,,,,,,,,,,,"$29,398","$29,398",,,,,"$29,398","$29,398","$111,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40048686-2024,2024,SAN NICOLÁS,MUNICIPIO,TRANSPORTE,PUNILLA,SAN NICOLÁS,40048686,29,03,,ADQUISICIÓN MINIBUS PARA LA COMUNA DE SAN NICOLÁS,"$58,191",$0,"$58,191","$63,065","$11,925",,,,9. TERMINADO,100%,CJG 4.9.24 SE ENVIA CONVENIO MANDATO A UT //  CJG 13.8.24 SE ENVIA A CGR // CJG 25.6.24 SE INCORPORAN AL MARCO PRESUPUESTARIO Y SE CREA ASIGNACION PRESPUESTARIA,,,,1493-137-LE24,,,,,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,990",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$74,990",,,,,,,,,"$74,990","$74,990",,,,,,,,,,,,,,,"$74,990","$74,990",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40054895-2024,2024,SAN NICOLÁS,MUNICIPIO,RECURSOS NATURALES Y MEDIO AMBIENTAL,PUNILLA,SAN NICOLÁS,40054895,29,05,,"ADQUISICIÓN CONTENEDORES PLÁSTICOS PARA RECOLECCIÓN DE RESIDUOS SD, SAN NICOLÁS","$46,565",$0,"$46,565","$31,008",,,,,9. TERMINADO,100%,CJG 4.9.24 SE ENVIA CONVENIO MANDATO A UT //  CJG 13.8.24 SE ENVIA A CGR // CJG 25.6.24 SE INCORPORAN AL MARCO PRESUPUESTARIO Y SE CREA ASIGNACION PRESPUESTARIA,,,,1493-131-LE24,,,,,,Maryorie Quinteros,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,008",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$31,008",,,,,"$31,008","$31,008",,,,,,,,,,,,,,,,,,,"$31,008","$31,008",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30483016-2024,2024,SAN NICOLÁS,MUNICIPIO,DEPORTE,PUNILLA,SAN NICOLÁS,30483016,33,03,125,"CONSTRUCCIÓN GRADERÍAS MEDIALUNA SECTOR EL MANZANO, SAN NICOLÁS","$141,795",$0,"$141,795","$140,528",,,,,9. TERMINADO,100%,CJG 24.6.24 UT ENVIA BASES PARA REVISAR //,,,,1493-85-LQ24,JUAN ANTONIO MIRANDA LIPAN,14.269.099-3,4.9.24,77,,,,DIPIR,,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$140,528",,,,,,,,,,,,,,,,,,,,,"$83,753","$83,753","$41,305","$41,305","$125,058","$125,058","$15,470",,,,,"$15,470","$15,470",,,,,,,,,,,,,,,,,,,"$15,470","$15,470",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40048732-2024,2024,SERVIU,SECTORIAL / OTRO,DESARROLLO URBANO,REGIONAL,REGIONAL,40048732,24,03,469,"Control Proyectos Habitacionales, Plan de Emergencia Habitacional, Región de Ñuble (40048732-0)","$57,750",$0,"$57,750","$57,750",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,Angelica Herrera,,DIFOI,SUBT 33- PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$57,750",,,,,,,,,,,,,,,,,,,,,"$57,750","$57,750",,,"$57,750","$57,750",$0,,,,,,,"$61,637","$61,637",,,,,,,,,,,,,,,,,"$61,637","$61,637","-$61,637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40058688-2024,2024,SERNATUR,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40058688,33,,,TRANSFERENCIA DESARROLLO DE COMPETENCIAS Y PROMOCION TURISTICA NACIONAL E INTERNACIONAL REGION DE ÑUBLE,"$1,395,820",$0,"$1,395,820","$1,395,820",,,,,,,CJG 12.1.24 OFICIO ENVIADO A CONSEJO,,,,,,,,,,,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,"$1,395,820",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$1,395,820",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$1,395,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40048817-2024,2024,SERNATUR,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40048817,33,,,"TRANSFERENCIA IMPLEMENTACIÓN DE SEÑALETICAS Y RUTAS TURISTICAS VALLE DEL ITATA, ZONA DE REZAGO","$1,312,600",,"$1,312,600","$1,312,600",,,,,,,CJG 12.1.24 OFICIO ENVIADO A CONSEJO,,,,,,,,,,,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,"$1,312,600",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$1,312,600",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$1,312,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40058836-2024,2024,SERNATUR,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40058836,33,,,TRANSFERENCIA FORTALECIMIENTO DEL TURISMO SOCIAL EN LA REGION DE ÑUBLE,"$431,285",$0,"$431,285","$431,285",,,,,7. EN EJECUCIÓN,,CJG 12.1.24 OFICIO ENVIADO A CONSEJO,,,,,,,,,,,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,"$431,285",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$431,285",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$431,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40065265-2024,2024,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,REGIONAL,REGIONAL,40065265,29,05,,"ADQUISICIÓN RESONADOR MAGNÉTICO PARA LA REGIÓN DE ÑUBLE, HOSPITAL CLÍNICO HERMINDA MARTIN","$1,847,069",$0,"$1,847,069","$1,847,069",,,,,3. CREACION PPT.,,CJG 16.12.24 SE ENVIA PARA FIRMA AL SERVICIO EL CONVENIO,,,,,,,,,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,847,069",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,847,069",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$1,847,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40055655-2024,2024,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,REGIONAL,REGIONAL,40055655,29,05,,"ADQUISICION MAMÓGRAFOS CESFAM VIOLETA PARRA, MICHELL CHANDÍA Y HOSPITAL YUNGAY RED SSÑ","$1,041,391",$0,"$1,041,391","$836,750",,,,,7. EN EJECUCIÓN,,CJG 5.11.24 SE ENVIA A UT BASES OBSERVADAS POR EL GORE // CJG 23.9.24 JURIDICA GORE APRUEBA CON MODIFICACIONES  RESOLUCION // CJG 17.9.24 SE ENVIA RESOLUCION AFECTA QUE APRUEBA CONVENIO A REV JURIDICA GORE  // CJG 25.7.24 SE ENVIA CONVENIO UT PARA FIRMA // CJG 117.7.24 SE ENVIA CONVENIO PARA REVISION JURIDICA GORE,,,,1180937-2-LR25,,,,,,,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$836,750",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$836,750",,,,,,,,,,,,,,,,,,,,,"$836,570",,,,"$836,570",$0,"$836,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40054221-2024,2024,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,DIGUILLIN,CHILLÁN,40054221,29,05,,"ADQUISICION ECÓGRAFO Y SISTEMA DETECCIÓN PRECOZ CANCER DE MAMA, HCHM","$296,675",$0,"$296,675","$296,675",,,,,9. TERMINADO,,CJG 14.10.24 LLEGA BOLETA POR ECOGRAFO CON PLAZO DE ENTREGA 5 DIAS SISTEMA DE BIOPSA Y SOFTWARE DE MAMOGRAFIA LLEGAN EN 60 DIAS  // CJG 2.9.24 ADJUDICA 15 DE OCTUBRE  PLAZO ENTREGA MAXIMO 60 DIAS // CJG 13.5.24 JURIDICO GORE APRUEBA CJG 9.4.24 JURIDICA GORE APRUEBA CONVENIO,,,,1180937-9-LQ24,,,,,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,"$296,675",,,,,,,,,,,,,,,,,,,,,,,"$85,175","$85,175","$85,175","$85,175","$211,500","$204,205","$204,205",,,,,,,,,,,,,,,,,,,,,,,"$204,205","$204,205","$7,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40045879-2024,2024,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,ITATA,QUIRIHUE,40045879,29,05,,REPOSICION EQUIPO RAYOS OSTEOPULMONAR DIGITAL HOSPITAL QUIRIHUE,"$184,634",$0,"$184,634","$165,654",,,,,9. TERMINADO,100%,CJG 8.11.24 90 DIAS DE ENTREGA // CJG 01.10.24 EN PROCESO DE ADJUDICACION LA MENOR DE LAS OFERTAS ENTREGA EN 60 DIAS  // CJG 13.5.24 JURIDICA GORE APRUEBA RESOLUCION QUE APRUEBA CONVENIO // CJG 9.4.24 JURIDICA GORE APRUEBA CONVENIO,,,,1180937-16-LQ24,Datamedica S.A.,76.046.685-9,,90,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,"$165,654",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$165,654",,,,,"$165,654","$165,654",,,,,,,,,,,,,,,,,,,"$165,654","$165,654",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40029931-2024,2024,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,PUNILLA,SAN CARLOS,40029931,29,05,,REPOSICION ECOGRAFO SERVICIO GINECOLOGIA Y OBSTETRICIA HSC,"$66,521",$0,"$66,521","$66,283",,,,,9. TERMINADO,100%,"CJG 24.12.24 SE ENVIA OC // CJG 16.12.24 EN FIRMA DE CONTRATO, PROVEEDOR INDICA QUE QUIERE INSTALAR Y ENTREGAR 2024 // CJG 2.9.24 LICITACION PUBLICA POR UT DEBERIA ADJUDICAR LA PRIMERA SEMANA DE OCTUBRE // CJG 24.4.24 SE ENVIA A TOMA DE RAZON // CJG 16.4.24 RES AFECT QUE APRUBEA CONVENIO MANDATO FIRMADA POR EL GOBERNADOR  // CJG 28.3.24 JURIDICO GORE DA V°B° // CJG 25.3.24 JURIDICO GORE EN REVISION PARA DAR VISTO BUENO",,,,1180937-18-LP24,,,,,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,"$66,283",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$66,283",,,,,,,"$66,283","$66,283",,,,,,,,,,,,,,,,,"$66,283","$66,283",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40046387-2024,2024,TREHUACO,MUNICIPIO,SEGURIDAD,ITATA,TREHUACO,40046387,33,03,125,"CONSTRUCCIÓN LUMINARIAS FOTOVOLTÁICAS VARIOS SECTORES ZONA RURAL, COMUNA DE TREHUACO","$104,921",$0,"$104,921","$104,921",,,,,4. CONVENIO FIRMADO,,CJG 18.12.24 SE ENVIA CONVENIO A UT ,,,,,,,,,,Luis Padilla Orellana,Emiliano Dominguez,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$104,921",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$104,921",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$104,921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40051610-2024,2024,TREHUACO,MUNICIPIO,VIALIDAD,ITATA,TREHUACO,40051610,33,03,125,"MEJORAMIENTO DE CAMINOS VECINALES DISTINTOS SECTORES, COMUNA DE TREHUACO","$166,626",$0,"$166,626","$166,626",,,,,7. EN EJECUCIÓN,60%,,,,,TRATO DIRECTO,CONSTRUCTORA DOKAY SPA,77.083.349-3,12-2-24,60,,Luis Padilla Orellana,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$166,626",,,,,,,,,"$106,578","$106,578","$41,442","$41,442",,,,,,,,,,,,,"$148,020","$148,020","$18,606",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$18,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40058496-2024,2024,TREHUACO,MUNICIPIO,SEGURIDAD,ITATA,TREHUACO,40058496,33,03,125,HABILITACIÓN DE CAMINOS Y ESPACIOS PUBLCOS PARA LA PRVENCIÓN DE INCENDIOS,"$119,999",$0,"$119,999","$119,999",,,,,9. TERMINADO,100%,,,,,4963-3-LP24,CGA CONSTRUCCIONES Y SERVICIOS EIRL,76.538.164-9,2-4-24,30,,Luis Padilla Orellana,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$119,999",,,,,,,,,,,"$107,999","$107,999","$12,000","$12,000",,,,,,,,,,,"$119,999","$119,999",$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40029660-2024,2024,TREHUACO,MUNICIPIO,SEGURIDAD,ITATA,TREHUACO,40029660,31,02,002 / 004 / 005 / 006,REPOSICION CUARTEL CUERPO DE BOMBEROS DE LA COMUNA DE TREHUACO,"$1,722,311",$0,"$1,722,311","$1,636,543",,,,,6. ADJUDICADO,,CJG 16.5.25 UT ENVIA BASES PARA REVISION SEGUNDA LICITACION // CJG 11.12.24 ENVIADO A CGR,18-10-2024,149,02-12-2024,4963-16-LR25,,,,,,,Emiliano Dominguez,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,636,543",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,636,543",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$1,636,543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40048725-2024,2024,SERVIU,SECTORIAL / OTRO,DESARROLLO URBANO,REGIONAL,REGIONAL,40048725,24,03,470,"Difusión Información y Acompañamiento Social a Comités de Viviendas, Región de Ñuble (40048725-0)","$49,980",$0,"$49,980","$49,980",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,Angelica Herrera,,DIFOI,SUBT 24- PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,980","$49,980","$49,980","$49,980",$0,,,,,,,,,,,,,,,,,,,,,"$66,877","$66,877",,,"$66,877","$66,877",,,,,,,,"$53,072","$53,072",,,,,,,,,,,,,,,,,"$53,072","$53,072","-$119,949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40002330-2024,2024,YUNGAY,MUNICIPIO,SANITARIA,DIGUILLIN,YUNGAY,40002330,31,02,,"MEJORAMIENTO PLANTA DE TRATAMIENTO AS CAMPANARIO, COMUNA DE YUNGAY","$2,194,406",$0,"$2,194,406","$2,194,406",,,,,3. CREACION PPT.,,CJG 16.8.24 RESOLUCION SE ENVIA A CGR,,,,,,,,,,Pamela Solis Perez,Carlos Jungjohann,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,194,406",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,194,406",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,194,406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40059757-2024,2024,YUNGAY,MUNICIPIO,SEGURIDAD,DIGUILLIN,YUNGAY,40059757,33,03,125,CONSTRUCCION SISTEMA DE CÁMARAS DE VIGILANCIA E ILUMINACIÓN PÚBLICA DIVERSOS SECTORES YUNGAY,"$151,749",$0,"$151,749","$145,027",,,,,7. EN EJECUCIÓN,,CJG 23.7.24 JURIDICA GORE APRUEBA RES QUE APRUEBA CONVENIO,,,,,,,,,,,Carlos Jungjohann,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$145,027",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$145,027",,,,,,,,,"$115,649","$115,649",,,,,,,,,,,,,,,"$115,649","$115,649","$29,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40059765-2024,2024,YUNGAY,MUNICIPIO,SEGURIDAD,DIGUILLIN,YUNGAY,40059765,33,03,125,CONSTRUCCION SISTEMA DE CÁMARAS DE TELEVIGILANCIA EN DIVERSOS SECTORES DE YUNGAY,"$136,310",$0,"$136,310","$134,740",,,,,7. EN EJECUCIÓN,57%,CJG 23.7.24 JURIDICA GORE APRUEBA RES QUE APRUEBA CONVENIO,,,,3588-91-LQ24,Link Sur ,76.220.604-8,06-01-2025,30,,,Carlos Jungjohann,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$134,740",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$134,740",,,,,"$77,261","$77,261",,,"$29,988","$29,988",,,"$29,061","$29,061",,,,,,,,,,,"$136,310","$136,310","-$1,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40039600-2024,2024,YUNGAY,MUNICIPIO,SALUD,DIGUILLIN,YUNGAY,40039600,31,02,002,"REPOSICIÓN CENTRO DE SALUD FAMILIAR DE CAMPANARIO, COMUNA DE YUNGAY","$127,500",$0,"$127,500","$127,500",,,,,3. CREACION PPT.,,CJG 9.4.24 JURIDICA GORE APRUEBA CONVENIO,,,,,,,,,,Pamela Solis Perez,Vanessa Moreno,DIPLADE,SUBT. 31 - DIPLADE,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,"$127,500",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$127,500",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$127,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30267676-2024,2024,YUNGAY,MUNICIPIO,DESARROLLO URBANO,DIGUILLIN,YUNGAY,30267676,33,03,125,"CONSTRUCCIÓN SEDE COMUNITARIA SECTOR LA CABAÑA, COMUNA DE YUNGAY","$104,737",$0,"$104,737","$104,737",,,,,7. EN EJECUCIÓN,,CJG 28.11.24 SE ENVIA CONVENIO A UT  // CJG 13.11.24 SE APRUEBA POR RES CONVENIO DE TRANSFERENCIA //,,,,,,,,,,Luis Padilla Orellana,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$104,737",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$104,737",,,,,,,,,,,,,,,,,,,"$88,135","$88,135",,,,,"$88,135","$88,135","$16,602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
